,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13
1.0,0.4700492547916022,-1.6430061986229991,1.100909178074673,0.5870263782362917,-0.805316219574621,0.7684704565492138,-0.14918058705374276,-0.3093622600133255,-0.23324950637572284,-0.04449117913474255,0.04781852298380723,-0.26593750759702556
1.0,0.19150899329428145,-0.9564049033203685,0.6457959658039295,0.5325349619760689,-0.7950808568052081,0.5891896423587245,-0.10616311733242455,-0.5087360531512669,0.11815898845332216,0.012459495273743366,0.0289169305029807,-0.19035133256647752
1.0,0.18439600080008203,-0.2218811582197311,0.21430198895512664,0.443251577534598,-0.9983168830706679,0.5140979644783896,-0.11061238710494808,-0.5619921010369587,0.3880881285978269,0.20520445480457078,-0.008625864889609104,0.33374161522919105
1.0,0.5108307181787507,0.40576133437804474,-0.5463904144341735,0.03574591277099051,-1.461260738622328,0.6412500491034503,0.13768129639978532,-0.3997925170317928,0.24435681566341005,0.2701677584313198,-0.19396955076180897,1.3122459989345487
1.0,1.1591082958747427,-0.994809901350903,-2.351033233634309,-1.3467671675543327,-1.266403902623566,0.46691106112680353,-2.6787164594697703,-0.9936090898231185,0.17235806837470266,1.6223319574763748,2.5517772693248895,-0.942002739034025
1.0,0.9991898426653856,-0.8099108855683297,-2.0529987670772836,-0.9939488981610408,-1.0016164971311654,0.3718931652420013,-0.8777739802332011,-1.483464121443198,-0.1416131236631124,0.7083858135450123,1.6273095850464645,-0.8905596641337811
1.0,-1.3154607947109607,-0.21320232485856366,-1.0923264439924076,-1.3283295194661364,-1.4369787738823911,1.4100838264660958,-0.32846596299933933,-0.6527318785182443,0.3429801821524773,0.055232948346892914,2.0973492523492125,-0.9904556271140925
1.0,-3.2797965956313355,0.7781813898492232,-0.30462126985486737,-0.348917572786656,-1.5272799001191502,1.510258686962148,0.0014415094619276416,0.18854382305069461,0.14856600629512015,-0.2517632197115721,1.8285841919374866,-1.0675225770652055
1.0,-0.21829153002007384,-1.3557372144023176,0.4314519066618446,-1.8495010549160864,3.6781936747805726,-0.06002693367166368,0.3405869799136344,1.3831637514790733,-1.2798108654987794,-0.18847920183622835,0.01952420303360425,0.5041898737353685
1.0,-0.5498293839988622,-0.7830560548412171,0.037084069350283494,-1.9073564064893023,3.7503799604173924,-0.235786953629334,0.4100631085036643,1.1901365817785274,-0.9461240315573611,-0.17788575403504747,0.00025682862572921694,0.42260094250692476
1.0,-0.7243551303245254,-0.4827815991561895,-0.16922390002169832,-1.937565025895279,3.7878412353795197,-0.3272756886788717,0.4463357058646724,1.0896570326042698,-0.771368817067136,-0.1728883891190926,-0.009725864665829196,0.3781626202512417
1.0,-0.9373857122702626,-0.1337450089296299,-0.40222912606739625,-1.970902933245526,3.8255213659363245,-0.423991814198307,0.48646491986653645,0.9839531772064433,-0.570956666681068,-0.175381648691527,-0.01947926930928825,0.30220808342867733
1.0,-1.150441855255657,0.20151620718205823,-0.6203763697360961,-2.001441117387164,3.8568646106963236,-0.5088778959103073,0.5232936157231467,0.8915882473844562,-0.3807492832036145,-0.18465442126784015,-0.027321972831725473,0.2090739354364576
1.0,-1.4147187766330664,0.6245919031745899,-0.8787907194976639,-2.0331405809928573,3.8484264579083027,-0.5803919849392796,0.5574659407240985,0.8207676476608908,-0.1565557248864387,-0.1956335259079668,-0.031075350059327773,0.09175537380094809
1.0,-1.9880814184881042,1.216945024492793,-1.15212733133168,-2.060201854128965,3.840997049995547,-0.5834774249892036,0.5960157844791433,0.8213410060104926,0.14341382488644056,-0.36973343710541773,-0.016167053284320606,-0.5330459280943859
1.0,-2.559594408826816,1.7968931673573436,-1.393385474955934,-2.077423237366048,3.7783168675382153,-0.5377179169664283,0.6187271083113708,0.8825971298017672,0.417606852083696,-0.5514235307191379,0.0070923241376755885,-1.1796019907677084
1.0,0.4324793874083883,-1.4931070795284307,0.7479553332156156,0.5862725842874253,0.1910120746127636,1.4873865691483934,-0.1260121720423987,-0.3120176941172082,-0.41639146647676517,0.025787944112860447,0.034475354236165066,-0.02629168637387418
1.0,1.3181657576545416,-0.4745191280110576,-0.23175341277402717,0.9600167547861023,0.05848029036213355,1.4600753224363276,0.29989651278752494,0.8699811141462857,0.4525935143649262,0.02968100914875253,0.2041597233509916,0.5467846174421658
1.0,3.0306367514128167,-0.5457959455607937,-1.1895786184323793,1.5494515190421922,0.3322277858061304,1.7006527539990541,1.3795829601645702,3.373914276664847,2.371233611478041,1.6530642462544198,-0.2722559415398641,0.3095139406824013
1.0,3.7847294667082925,0.7735724294917508,-1.451592861971,0.12381294563727828,-0.19176874447587022,1.8466946002738556,1.092695460315289,1.5567760407213134,0.5003016711089177,0.35856697912766733,-0.7272265786581331,0.825191511601601
1.0,3.347121624891943,0.47055483596581843,-1.5478139011372036,0.5856066965367103,0.3584283540010853,1.107544133941151,0.9773222654518026,0.8512896035689292,-0.2855311300516808,0.6267268134841673,-0.8517984276849709,0.519340380068656
1.0,2.100316959167363,0.3108831662094587,-1.7526806122017589,0.3509376136231619,0.44953481718076876,0.6417698047128603,0.2352628200371654,-0.6369728585283534,-1.075576710374669,0.8460034456602002,-0.387010177419458,0.34693575923920267
1.0,-0.5006245501476412,0.6963704933659196,-0.22786129441786498,-0.19399871275985467,0.30843594353452747,1.5203660232163627,0.5608988778907007,-0.695085553870824,-0.4632261521964633,0.3862437430091997,0.8436837663502735,0.46826545100962147
1.0,-3.103024658555751,1.5482871866838277,-0.04933115739309947,-0.03769689757620127,-0.5369234446445831,2.562407986098831,0.20885901649395924,1.0244361261241144,-0.6938682529794,0.23730141629885432,1.252175421377201,-0.1683823439627864
