,State,Age Group,Peak,Adult respiratory distress syndrome,All other conditions and causes (residual),Alzheimer disease,Cardiac arrest,Cardiac arrhythmia,Cerebrovascular diseases,Chronic lower respiratory diseases,Diabetes,Heart failure,Hypertensive diseases,Influenza and pneumonia,"Intentional and unintentional injury, poisoning, and other adverse events",Ischemic heart disease,Malignant neoplasms,Obesity,Other diseases of the circulatory system,Other diseases of the respiratory system,Renal failure,Respiratory arrest,Respiratory failure,Sepsis,Vascular and unspecified dementia,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Tables Death Rate,Average Age of Death,Average Age,Population,LATITUDE,LONGITUDE
551,New Jersey,65-74,Second,327.0,897.0,0.0,554.0,124.0,67.0,116.0,261.0,110.0,290.0,1126.0,0.0,205.0,129.0,70.0,133.0,79.0,269.0,39.0,1180.0,327.0,0.0,2128.0,10110.0,1570.0,1176.0,0.0,2522.0,0.1161920851096511,488.7303217653294,483.77872190724565,5830062,283.02266999999995,-521.0254560000001
553,New Jersey,75-84,Second,234.0,1044.0,0.0,593.0,246.0,104.0,208.0,258.0,154.0,360.0,1303.0,38.0,312.0,170.0,0.0,175.0,109.0,331.0,52.0,1388.0,320.0,136.0,2557.0,12949.0,1994.0,1406.0,0.0,3145.0,0.32121015600860114,558.3252518197161,551.9584998805637,3076955,283.02266999999995,-521.0254560000001
555,New Jersey,85+,Second,93.0,1064.0,86.0,590.0,299.0,97.0,167.0,168.0,254.0,404.0,1255.0,57.0,374.0,135.0,0.0,210.0,99.0,282.0,55.0,1285.0,202.0,300.0,2771.0,17717.0,2054.0,1331.0,0.0,3495.0,0.5660039111971855,595.0,595.0,1421728,283.02266999999995,-521.0254560000001
559,New Mexico,0-24,Second,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,0.005114560337387957,89.53020588500011,86.026330682349,4675496,242.42920800000002,-744.4804429999999
561,New Mexico,25-34,Second,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,494.0,13.0,11.0,0.0,47.0,0.015149947500322013,208.8164163581698,206.1811151285583,1951488,242.42920800000002,-744.4804429999999
563,New Mexico,35-44,Second,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,684.0,59.0,50.0,0.0,114.0,0.021797817363403735,278.9770442404675,275.28302969615174,1768613,242.42920800000002,-744.4804429999999
565,New Mexico,45-54,Second,26.0,65.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,15.0,134.0,0.0,13.0,0.0,17.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,225.0,975.0,173.0,135.0,0.0,268.0,0.03705884804949164,350.14742137789534,346.88204021095663,1647163,242.42920800000002,-744.4804429999999
567,New Mexico,55-64,Second,47.0,159.0,0.0,22.0,0.0,0.0,11.0,104.0,0.0,77.0,287.0,0.0,43.0,0.0,49.0,0.0,0.0,28.0,0.0,123.0,28.0,0.0,504.0,2041.0,384.0,292.0,0.0,596.0,0.06458146823570132,420.1611186385264,416.474168889801,1910216,242.42920800000002,-744.4804429999999
569,New Mexico,65-74,Second,62.0,221.0,0.0,56.0,0.0,11.0,43.0,168.0,0.0,139.0,421.0,0.0,95.0,0.0,42.0,23.0,0.0,73.0,0.0,215.0,41.0,0.0,768.0,3056.0,583.0,442.0,0.0,904.0,0.12708756197243928,488.0080924253792,484.0585924101158,1571381,242.42920800000002,-744.4804429999999
571,New Mexico,75-84,Second,37.0,243.0,11.0,45.0,10.0,11.0,63.0,121.0,10.0,106.0,356.0,0.0,85.0,13.0,0.0,24.0,11.0,42.0,0.0,257.0,51.0,73.0,808.0,3516.0,547.0,380.0,0.0,971.0,0.3256328323855996,558.2050082264733,551.5618901838625,781998,242.42920800000002,-744.4804429999999
573,New Mexico,85+,Second,0.0,202.0,49.0,12.0,24.0,0.0,56.0,47.0,42.0,92.0,257.0,0.0,73.0,0.0,0.0,0.0,0.0,12.0,0.0,177.0,0.0,93.0,694.0,3696.0,417.0,273.0,0.0,832.0,0.5906114503741264,595.0,595.0,289863,242.42920800000002,-744.4804429999999
577,New York,0-24,Second,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.0,0.0,0.0,0.0,0.0,0.0030109136254759506,73.35979880702405,86.13490948263336,40470024,290.50909299999995,-522.346363
579,New York,25-34,Second,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1121.0,23.0,0.0,0.0,57.0,0.0065353351645171635,207.82068159462204,206.15066853419333,20005783,290.50909299999995,-522.346363
581,New York,35-44,Second,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,107.0,1650.0,72.0,10.0,0.0,153.0,0.01053081532008946,278.70264417420464,275.6024139503472,16977814,290.50909299999995,-522.346363
583,New York,45-54,Second,47.0,147.0,0.0,86.0,0.0,0.0,0.0,26.0,0.0,28.0,165.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,153.0,0.0,0.0,410.0,3129.0,285.0,173.0,0.0,511.0,0.022387941903434697,352.3713496601712,347.51222025644665,17294277,290.50909299999995,-522.346363
585,New York,55-64,Second,207.0,481.0,0.0,312.0,12.0,25.0,62.0,149.0,0.0,137.0,541.0,0.0,73.0,45.0,62.0,67.0,0.0,112.0,11.0,459.0,111.0,0.0,1219.0,8017.0,953.0,566.0,0.0,1600.0,0.050729263387620446,419.71935302211233,415.6529983746987,18179399,290.50909299999995,-522.346363
587,New York,65-74,Second,327.0,992.0,0.0,544.0,86.0,74.0,185.0,269.0,124.0,311.0,1078.0,12.0,203.0,175.0,55.0,144.0,53.0,251.0,70.0,990.0,230.0,75.0,2426.0,13268.0,1846.0,1146.0,0.0,3133.0,0.11244334680959583,488.52360431504974,483.7741609594382,13019454,290.50909299999995,-522.346363
589,New York,75-84,Second,345.0,1414.0,60.0,804.0,234.0,122.0,317.0,376.0,220.0,524.0,1444.0,54.0,384.0,239.0,37.0,224.0,113.0,284.0,125.0,1323.0,275.0,365.0,3591.0,17798.0,2625.0,1550.0,0.0,4670.0,0.30941518191248174,558.6437983828484,552.2239232224604,6833561,290.50909299999995,-522.346363
591,New York,85+,Second,202.0,1969.0,200.0,1014.0,466.0,207.0,326.0,323.0,548.0,835.0,1667.0,84.0,544.0,206.0,0.0,330.0,97.0,364.0,179.0,1579.0,230.0,1068.0,5022.0,26013.0,3320.0,1759.0,0.0,6591.0,0.5554626360535622,595.0,595.0,3220007,290.50909299999995,-522.346363
595,North Carolina,0-24,Second,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,945.0,0.0,0.0,0.0,0.0,0.004690934057580307,76.71456166582396,85.7885896913453,22726011,248.80152499999997,-557.607624
597,North Carolina,25-34,Second,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1182.0,26.0,10.0,0.0,38.0,0.010347497451584788,208.60881237794976,205.9424507625372,9667791,248.80152499999997,-557.607624
599,North Carolina,35-44,Second,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,112.0,1541.0,57.0,39.0,0.0,127.0,0.015046314359642564,278.55395850659204,276.3389882582593,9022342,248.80152499999997,-557.607624
601,North Carolina,45-54,Second,36.0,125.0,0.0,37.0,0.0,0.0,0.0,38.0,0.0,0.0,151.0,0.0,0.0,0.0,24.0,10.0,0.0,23.0,0.0,100.0,0.0,0.0,308.0,2661.0,229.0,153.0,0.0,384.0,0.02934686113148928,351.9460621759126,346.6575957054254,9526811,248.80152499999997,-557.607624
603,North Carolina,55-64,Second,112.0,423.0,0.0,136.0,30.0,12.0,39.0,146.0,31.0,96.0,482.0,0.0,53.0,24.0,61.0,34.0,35.0,120.0,0.0,403.0,112.0,0.0,949.0,5964.0,743.0,518.0,0.0,1178.0,0.06825765501707792,419.83224515866044,415.7820861396629,9533657,248.80152499999997,-557.607624
605,North Carolina,65-74,Second,176.0,860.0,13.0,205.0,93.0,90.0,165.0,273.0,117.0,186.0,1121.0,23.0,139.0,101.0,67.0,118.0,64.0,297.0,32.0,852.0,194.0,75.0,1974.0,9437.0,1590.0,1177.0,0.0,2389.0,0.13899962520226836,488.58682311935087,484.0002331563639,7325556,248.80152499999997,-557.607624
607,North Carolina,75-84,Second,119.0,1009.0,95.0,189.0,177.0,112.0,243.0,262.0,178.0,248.0,1275.0,32.0,198.0,92.0,10.0,141.0,80.0,282.0,36.0,984.0,177.0,273.0,2507.0,11570.0,1851.0,1354.0,0.0,3008.0,0.372013534232974,557.2945472207068,551.2221870681221,3606344,248.80152499999997,-557.607624
609,North Carolina,85+,Second,45.0,1042.0,183.0,161.0,255.0,145.0,194.0,182.0,242.0,347.0,1136.0,30.0,207.0,69.0,0.0,133.0,77.0,240.0,28.0,795.0,126.0,578.0,2635.0,12145.0,1699.0,1193.0,0.0,3144.0,0.6423483863472939,595.0,595.0,1325758,248.80152499999997,-557.607624
613,North Dakota,0-24,Second,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.003678582722786814,71.03300445575411,85.02275706953228,1820665,331.43927599999995,-695.166528
615,North Dakota,25-34,Second,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,0.008718762738863007,204.06119092008134,205.69741806547594,781081,331.43927599999995,-695.166528
617,North Dakota,35-44,Second,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0,0.014374788815621285,276.41787612047943,274.5007321924246,640542,331.43927599999995,-695.166528
619,North Dakota,45-54,Second,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,255.0,0.0,0.0,0.0,26.0,0.025918950350023805,351.9520494077229,347.0085646515802,545965,331.43927599999995,-695.166528
621,North Dakota,55-64,Second,15.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,104.0,648.0,75.0,45.0,0.0,130.0,0.05492355320602656,420.5697441217774,416.5276306958013,657041,331.43927599999995,-695.166528
623,North Dakota,65-74,Second,12.0,122.0,0.0,0.0,0.0,0.0,23.0,23.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,87.0,23.0,0.0,242.0,995.0,221.0,136.0,0.0,315.0,0.1249356155283749,488.18180899758454,482.81277751110053,466648,331.43927599999995,-695.166528
625,North Dakota,75-84,Second,15.0,163.0,24.0,0.0,22.0,0.0,29.0,46.0,39.0,39.0,200.0,0.0,25.0,14.0,0.0,0.0,0.0,40.0,0.0,147.0,25.0,20.0,363.0,1335.0,288.0,211.0,0.0,448.0,0.32414218969643116,558.7431276927508,553.1042830540038,240576,331.43927599999995,-695.166528
627,North Dakota,85+,Second,0.0,246.0,68.0,21.0,47.0,34.0,71.0,53.0,89.0,95.0,229.0,0.0,67.0,12.0,0.0,36.0,0.0,70.0,10.0,188.0,0.0,71.0,596.0,1889.0,343.0,252.0,0.0,687.0,0.5583742409944534,595.0,595.0,131691,331.43927599999995,-695.166528
631,Ohio,0-24,Second,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1418.0,0.0,0.0,0.0,0.0,0.004872740399441682,75.7471827115127,85.700198291809,25459448,283.18633700000004,-579.4133730000001
633,Ohio,25-34,Second,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1886.0,22.0,0.0,0.0,70.0,0.011883985192980617,208.60323812045976,205.94376560131587,10852450,283.18633700000004,-579.4133730000001
635,Ohio,35-44,Second,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,36.0,0.0,0.0,150.0,2597.0,107.0,63.0,0.0,202.0,0.018016753974370657,277.8338300734064,275.8627098102203,9766743,283.18633700000004,-579.4133730000001
637,Ohio,45-54,Second,32.0,209.0,0.0,53.0,0.0,0.0,10.0,51.0,0.0,20.0,190.0,0.0,11.0,13.0,18.0,11.0,0.0,29.0,0.0,162.0,18.0,0.0,457.0,4791.0,369.0,199.0,0.0,621.0,0.03290871349163353,351.42085238372846,347.1853821525735,10127264,283.18633700000004,-579.4133730000001
639,Ohio,55-64,Second,209.0,702.0,0.0,170.0,61.0,56.0,100.0,217.0,71.0,131.0,785.0,12.0,117.0,109.0,73.0,121.0,54.0,112.0,0.0,674.0,148.0,11.0,1571.0,11450.0,1260.0,834.0,0.0,1998.0,0.07117649959400296,420.3575095427641,416.30578409902495,11232242,283.18633700000004,-579.4133730000001
641,Ohio,65-74,Second,405.0,1666.0,39.0,414.0,214.0,189.0,367.0,562.0,222.0,411.0,1789.0,41.0,341.0,243.0,101.0,249.0,159.0,318.0,58.0,1590.0,426.0,138.0,3584.0,18893.0,2756.0,1951.0,0.0,4392.0,0.15040522487834096,487.8238069587188,483.40861287390373,8324701,283.18633700000004,-579.4133730000001
643,Ohio,75-84,Second,380.0,2198.0,223.0,476.0,415.0,287.0,560.0,662.0,443.0,716.0,2367.0,49.0,615.0,279.0,55.0,350.0,175.0,455.0,90.0,2119.0,423.0,584.0,5238.0,22946.0,3473.0,2587.0,0.0,6129.0,0.38394597992300983,557.8823622192457,552.095623371976,4205635,283.18633700000004,-579.4133730000001
645,Ohio,85+,Second,215.0,2369.0,474.0,413.0,528.0,355.0,443.0,470.0,665.0,925.0,2262.0,96.0,691.0,204.0,0.0,373.0,152.0,416.0,106.0,1907.0,230.0,1109.0,6143.0,27786.0,3342.0,2410.0,0.0,7075.0,0.6467446088790894,595.0,595.0,1793904,283.18633700000004,-579.4133730000001
649,Oklahoma,0-24,Second,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516.0,0.0,0.0,0.0,0.0,0.004932436350791249,72.01902439307615,84.60086260970382,9273719,249.18924800000002,-677.857502
651,Oklahoma,25-34,Second,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,531.0,0.0,0.0,0.0,44.0,0.010436298057902603,208.30596950735384,206.1077468071222,3754450,249.18924800000002,-677.857502
653,Oklahoma,35-44,Second,0.0,26.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,923.0,54.0,23.0,0.0,157.0,0.01772799517493695,278.6581350593014,275.3226272001811,3463124,249.18924800000002,-677.857502
655,Oklahoma,45-54,Second,0.0,164.0,0.0,10.0,0.0,0.0,0.0,111.0,0.0,100.0,135.0,0.0,11.0,0.0,61.0,0.0,10.0,24.0,0.0,57.0,35.0,0.0,354.0,1854.0,233.0,143.0,0.0,428.0,0.03983291261829436,351.466405656143,346.5124590366661,3169908,249.18924800000002,-677.857502
657,Oklahoma,55-64,Second,53.0,388.0,0.0,27.0,40.0,22.0,104.0,284.0,60.0,324.0,345.0,0.0,88.0,44.0,128.0,58.0,72.0,77.0,0.0,192.0,132.0,0.0,878.0,4281.0,619.0,379.0,0.0,1119.0,0.08713440783321857,419.8456898413564,416.0428093360938,3455578,249.18924800000002,-677.857502
659,Oklahoma,65-74,Second,93.0,789.0,14.0,90.0,150.0,111.0,287.0,572.0,137.0,719.0,660.0,27.0,215.0,119.0,175.0,102.0,113.0,181.0,0.0,399.0,246.0,80.0,1689.0,6907.0,1169.0,747.0,0.0,2115.0,0.17297284845262767,487.9360560299624,483.7708273332428,2576350,249.18924800000002,-677.857502
661,Oklahoma,75-84,Second,67.0,900.0,103.0,103.0,202.0,124.0,351.0,516.0,197.0,842.0,743.0,27.0,304.0,119.0,78.0,98.0,101.0,196.0,14.0,468.0,194.0,223.0,2009.0,7834.0,1294.0,853.0,0.0,2454.0,0.4130618676543236,557.0342421874225,551.6751019858075,1350433,249.18924800000002,-677.857502
663,Oklahoma,85+,Second,23.0,802.0,191.0,123.0,208.0,126.0,211.0,251.0,251.0,681.0,639.0,49.0,273.0,67.0,0.0,94.0,53.0,192.0,31.0,459.0,137.0,394.0,1941.0,7867.0,1075.0,705.0,0.0,2312.0,0.6807995438575745,595.0,595.0,519141,249.18924800000002,-677.857502
667,Oregon,0-24,Second,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364.0,0.0,0.0,0.0,0.0,0.003361909424129408,84.46467371579216,86.31622454059999,8604484,313.202701,-858.0964979999999
669,Oregon,25-34,Second,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464.0,0.0,0.0,0.0,0.0,0.0069507608248386525,208.53455112911308,206.57042002483706,4221917,313.202701,-858.0964979999999
671,Oregon,35-44,Second,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675.0,0.0,0.0,0.0,24.0,0.010257307509891688,279.22900651295726,275.5964346337787,3975356,313.202701,-858.0964979999999
673,Oregon,45-54,Second,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1210.0,10.0,0.0,0.0,108.0,0.024730636621825397,351.3214879544129,346.19745798776654,3569377,313.202701,-858.0964979999999
675,Oregon,55-64,Second,23.0,83.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,16.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,191.0,2975.0,165.0,55.0,0.0,283.0,0.05734278042800725,420.8227057285518,416.83102631852387,3772552,313.202701,-858.0964979999999
677,Oregon,65-74,Second,42.0,167.0,0.0,0.0,12.0,0.0,28.0,64.0,27.0,33.0,130.0,0.0,12.0,12.0,21.0,12.0,0.0,11.0,0.0,83.0,10.0,14.0,331.0,5159.0,338.0,142.0,0.0,521.0,0.11785181192681193,488.06809937050707,483.68849198662065,3252186,313.202701,-858.0964979999999
679,Oregon,75-84,Second,14.0,282.0,39.0,0.0,46.0,27.0,65.0,101.0,38.0,68.0,182.0,0.0,72.0,30.0,0.0,44.0,0.0,41.0,0.0,175.0,12.0,74.0,569.0,6298.0,407.0,207.0,0.0,770.0,0.3326126433908939,557.1105691969507,550.8062080536913,1518608,313.202701,-858.0964979999999
681,Oregon,85+,Second,0.0,297.0,82.0,0.0,65.0,28.0,43.0,66.0,116.0,120.0,179.0,0.0,77.0,10.0,0.0,33.0,14.0,44.0,0.0,111.0,0.0,206.0,667.0,7720.0,482.0,205.0,0.0,944.0,0.5777224600315094,595.0,595.0,591766,313.202701,-858.0964979999999
685,Pennsylvania,0-24,Second,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1367.0,0.0,0.0,0.0,0.0,0.004358004773093853,81.58054800652654,86.73539593158003,26433456,283.19729199999995,-539.06776
687,Pennsylvania,25-34,Second,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,52.0,1699.0,23.0,10.0,0.0,84.0,0.011625093396287412,208.43325020960887,206.39074977134868,11947229,283.19729199999995,-539.06776
689,Pennsylvania,35-44,Second,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,167.0,2386.0,128.0,55.0,0.0,219.0,0.015374263189733027,277.0610985423624,275.6024199449297,10580654,283.19729199999995,-539.06776
691,Pennsylvania,45-54,Second,64.0,237.0,0.0,35.0,0.0,0.0,10.0,47.0,0.0,59.0,196.0,0.0,10.0,11.0,42.0,31.0,0.0,26.0,0.0,225.0,16.0,0.0,517.0,4580.0,332.0,199.0,0.0,642.0,0.02758819495793432,352.32385241189763,347.61488442190995,11221504,283.19729199999995,-539.06776
693,Pennsylvania,55-64,Second,219.0,764.0,0.0,182.0,81.0,39.0,136.0,229.0,42.0,219.0,745.0,10.0,112.0,115.0,124.0,141.0,90.0,184.0,0.0,774.0,209.0,0.0,1647.0,11324.0,1218.0,796.0,0.0,2072.0,0.06177105749957264,420.1099063559721,416.2927742833459,12633432,283.19729199999995,-539.06776
695,Pennsylvania,65-74,Second,390.0,1652.0,16.0,364.0,266.0,204.0,383.0,542.0,251.0,499.0,1789.0,79.0,372.0,278.0,175.0,296.0,199.0,426.0,68.0,1891.0,457.0,136.0,3742.0,19271.0,2703.0,1936.0,0.0,4512.0,0.13283580364659428,488.55195735747395,483.54286596267764,9478651,283.19729199999995,-539.06776
697,Pennsylvania,75-84,Second,276.0,2271.0,161.0,375.0,521.0,260.0,551.0,682.0,463.0,749.0,2249.0,102.0,612.0,328.0,85.0,402.0,226.0,533.0,96.0,2401.0,435.0,549.0,5231.0,24303.0,3366.0,2445.0,0.0,6156.0,0.3500379512086511,558.1400616618579,552.1326183577339,4950099,283.19729199999995,-539.06776
699,Pennsylvania,85+,Second,113.0,2788.0,469.0,425.0,850.0,360.0,532.0,617.0,868.0,1111.0,2412.0,178.0,892.0,287.0,22.0,518.0,220.0,600.0,167.0,2664.0,321.0,1443.0,7320.0,33754.0,3690.0,2555.0,0.0,8458.0,0.6037529185414314,595.0,595.0,2324784,283.19729199999995,-539.06776
703,Rhode Island,0-24,Second,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0031663642298371993,76.88927507636893,90.55207873965423,2190510,292.27526300000005,-500.156083
705,Rhode Island,25-34,Second,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.006902365194400772,209.45953750809295,206.0259399035017,1025717,292.27526300000005,-500.156083
707,Rhode Island,35-44,Second,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,0.012437655508983882,277.1921281585102,275.45542176443087,868518,292.27526300000005,-500.156083
709,Rhode Island,45-54,Second,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,306.0,0.0,0.0,0.0,25.0,0.02179799028672278,351.498480478135,348.01867681759495,943362,292.27526300000005,-500.156083
711,Rhode Island,55-64,Second,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,122.0,824.0,66.0,35.0,0.0,141.0,0.05342118660919368,420.2582213698402,416.00472647292816,1047081,292.27526300000005,-500.156083
713,Rhode Island,65-74,Second,13.0,135.0,0.0,11.0,0.0,0.0,25.0,26.0,10.0,28.0,111.0,0.0,10.0,11.0,0.0,0.0,0.0,23.0,0.0,79.0,22.0,0.0,287.0,1293.0,194.0,139.0,0.0,328.0,0.12452779682353138,488.1756956154728,483.53529140251885,743113,292.27526300000005,-500.156083
715,Rhode Island,75-84,Second,13.0,149.0,0.0,28.0,26.0,0.0,30.0,26.0,35.0,42.0,156.0,0.0,36.0,12.0,0.0,0.0,0.0,31.0,0.0,116.0,11.0,36.0,388.0,1684.0,244.0,180.0,0.0,448.0,0.3298258783295751,558.0177625850748,551.864,373625,292.27526300000005,-500.156083
717,Rhode Island,85+,Second,23.0,262.0,23.0,13.0,50.0,22.0,39.0,43.0,80.0,104.0,246.0,11.0,81.0,11.0,0.0,26.0,0.0,38.0,0.0,158.0,0.0,144.0,692.0,2853.0,370.0,260.0,0.0,788.0,0.585228681564331,595.0,595.0,192584,292.27526300000005,-500.156083
721,South Carolina,0-24,Second,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,662.0,0.0,0.0,0.0,0.0,0.005510876271873712,81.23673641333525,85.43772138224087,10898853,238.17623199999997,-567.0771540000001
723,South Carolina,25-34,Second,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,871.0,0.0,0.0,0.0,11.0,0.012104365695267915,208.65941860356673,205.998457589689,4688117,238.17623199999997,-567.0771540000001
725,South Carolina,35-44,Second,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,1186.0,46.0,11.0,0.0,103.0,0.018254773551598193,278.7357878308156,275.9730758226967,4306204,238.17623199999997,-567.0771540000001
727,South Carolina,45-54,Second,29.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,112.0,12.0,0.0,249.0,2245.0,198.0,134.0,0.0,313.0,0.03516240387689322,351.0254249402491,346.99622853424347,4474918,238.17623199999997,-567.0771540000001
