,State,Age Group,Peak,Adult respiratory distress syndrome,All other conditions and causes (residual),Alzheimer disease,Cardiac arrest,Cardiac arrhythmia,Cerebrovascular diseases,Chronic lower respiratory diseases,Diabetes,Heart failure,Hypertensive diseases,Influenza and pneumonia,"Intentional and unintentional injury, poisoning, and other adverse events",Ischemic heart disease,Malignant neoplasms,Obesity,Other diseases of the circulatory system,Other diseases of the respiratory system,Renal failure,Respiratory arrest,Respiratory failure,Sepsis,Vascular and unspecified dementia,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Tables Death Rate,Average Age of Death,Average Age,Population,LATITUDE,LONGITUDE
371,Maryland,65-74,Second,159.0,606.0,0.0,34.0,118.0,63.0,146.0,323.0,66.0,330.0,489.0,15.0,149.0,71.0,62.0,94.0,39.0,209.0,0.0,391.0,163.0,48.0,1218.0,7233.0,940.0,542.0,0.0,1617.0,0.12524942783638834,488.2808417192523,483.6337720938349,3931074,273.985383,-537.5843410000001
373,Maryland,75-84,Second,72.0,765.0,12.0,62.0,187.0,102.0,199.0,285.0,152.0,441.0,637.0,22.0,231.0,118.0,13.0,171.0,43.0,258.0,0.0,434.0,151.0,201.0,1535.0,8622.0,1154.0,712.0,0.0,1980.0,0.3467190504074097,557.8173502031743,551.3747849479744,1948947,273.985383,-537.5843410000001
375,Maryland,85+,Second,24.0,754.0,60.0,25.0,257.0,134.0,173.0,218.0,199.0,510.0,606.0,11.0,291.0,96.0,0.0,165.0,40.0,153.0,0.0,375.0,67.0,484.0,1770.0,10855.0,1206.0,668.0,0.0,2309.0,0.6071591004729271,595.0,595.0,835751,273.985383,-537.5843410000001
379,Massachusetts,0-24,Second,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401.0,0.0,0.0,0.0,0.0,0.002787367079145042,79.47905568600001,89.9909363458699,14298648,295.90603699999997,-499.5435899999999
381,Massachusetts,25-34,Second,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,677.0,0.0,0.0,0.0,0.0,0.009156920277746394,208.98737862514193,206.19712047214102,6945722,295.90603699999997,-499.5435899999999
383,Massachusetts,35-44,Second,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1048.0,11.0,0.0,0.0,44.0,0.012145391793455928,277.82857032658796,275.5006458453372,5928664,295.90603699999997,-499.5435899999999
385,Massachusetts,45-54,Second,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,138.0,1898.0,136.0,47.0,0.0,210.0,0.021465173363685607,352.17896396818617,347.66186274740295,6252603,295.90603699999997,-499.5435899999999
387,Massachusetts,55-64,Second,86.0,237.0,0.0,90.0,0.0,0.0,20.0,31.0,10.0,28.0,235.0,0.0,10.0,13.0,0.0,0.0,11.0,71.0,0.0,202.0,34.0,0.0,485.0,4321.0,442.0,253.0,0.0,677.0,0.0487773020286113,419.8332049053926,415.575224673116,6602036,295.90603699999997,-499.5435899999999
389,Massachusetts,65-74,Second,107.0,514.0,0.0,173.0,50.0,0.0,116.0,113.0,61.0,85.0,466.0,11.0,91.0,51.0,11.0,57.0,30.0,139.0,0.0,475.0,141.0,25.0,989.0,7216.0,872.0,524.0,0.0,1340.0,0.11159224789589645,489.15799588541705,483.676779468443,4713135,295.90603699999997,-499.5435899999999
391,Massachusetts,75-84,Second,98.0,641.0,10.0,240.0,93.0,45.0,137.0,114.0,120.0,111.0,655.0,21.0,115.0,105.0,0.0,66.0,58.0,145.0,20.0,644.0,123.0,119.0,1400.0,9279.0,1196.0,720.0,0.0,1878.0,0.32612136472016573,558.2595621881625,551.7817440505909,2355528,295.90603699999997,-499.5435899999999
393,Massachusetts,85+,Second,37.0,834.0,60.0,267.0,203.0,68.0,123.0,119.0,265.0,221.0,784.0,43.0,173.0,65.0,0.0,94.0,50.0,217.0,62.0,738.0,108.0,486.0,2105.0,14045.0,1519.0,833.0,0.0,2794.0,0.5762664750218391,595.0,595.0,1116661,295.90603699999997,-499.5435899999999
397,Michigan,0-24,Second,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,0.0,0.0,0.0,0.0,0.004474183494457974,77.359214347541,87.4009055993453,21623028,300.112309,-589.424038
399,Michigan,25-34,Second,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,1315.0,35.0,18.0,0.0,74.0,0.010766969900578259,208.42571579921412,205.35540576645624,9169930,300.112309,-589.424038
401,Michigan,35-44,Second,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,124.0,1899.0,109.0,47.0,0.0,185.0,0.016075586958322674,278.476788193196,276.0074180894257,8154930,300.112309,-589.424038
403,Michigan,45-54,Second,37.0,157.0,0.0,20.0,0.0,0.0,0.0,32.0,0.0,20.0,241.0,0.0,0.0,0.0,32.0,13.0,0.0,28.0,0.0,113.0,11.0,0.0,419.0,3627.0,374.0,244.0,0.0,549.0,0.03034467871766537,351.74330934119416,347.3745884033799,8779834,300.112309,-589.424038
405,Michigan,55-64,Second,121.0,499.0,0.0,92.0,29.0,24.0,78.0,157.0,22.0,159.0,658.0,0.0,95.0,68.0,85.0,84.0,11.0,130.0,0.0,466.0,135.0,0.0,1224.0,9023.0,1081.0,699.0,0.0,1607.0,0.06485442435368896,420.44098119706064,416.21226994478747,9796507,300.112309,-589.424038
407,Michigan,65-74,Second,203.0,976.0,0.0,136.0,143.0,82.0,259.0,363.0,176.0,303.0,1288.0,10.0,266.0,150.0,92.0,169.0,60.0,268.0,0.0,959.0,282.0,35.0,2365.0,14594.0,2047.0,1398.0,0.0,3014.0,0.13783705895766615,487.94056674553974,483.3560515815647,7263060,300.112309,-589.424038
409,Michigan,75-84,Second,158.0,1225.0,92.0,159.0,209.0,132.0,336.0,336.0,242.0,442.0,1487.0,10.0,398.0,184.0,41.0,170.0,78.0,293.0,10.0,1130.0,234.0,253.0,3076.0,17367.0,2347.0,1609.0,0.0,3816.0,0.3615654153749347,557.5132104472827,551.4377590176516,3602795,300.112309,-589.424038
411,Michigan,85+,Second,37.0,1045.0,273.0,104.0,266.0,195.0,257.0,230.0,352.0,460.0,1259.0,39.0,433.0,116.0,0.0,188.0,57.0,198.0,0.0,848.0,131.0,486.0,3203.0,20868.0,2138.0,1334.0,0.0,4011.0,0.6239600628614426,595.0,595.0,1491952,300.112309,-589.424038
415,Minnesota,0-24,Second,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437.0,0.0,0.0,0.0,0.0,0.003492319659271743,70.9483866927933,84.17165677749901,12607903,316.424885,-655.003321
417,Minnesota,25-34,Second,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.0,0.0,0.0,0.0,0.0,0.006591083580860867,208.27603294006252,206.7490059191949,5332313,316.424885,-655.003321
419,Minnesota,35-44,Second,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,743.0,0.0,0.0,0.0,38.0,0.009138625895138829,277.92534861916613,275.05933314200877,5073404,316.424885,-655.003321
421,Minnesota,45-54,Second,14.0,79.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,27.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,146.0,1346.0,96.0,29.0,0.0,195.0,0.02093158309580758,352.6606204612332,347.34574640370613,4711378,316.424885,-655.003321
423,Minnesota,55-64,Second,75.0,228.0,0.0,0.0,0.0,10.0,18.0,96.0,0.0,46.0,153.0,0.0,14.0,21.0,22.0,33.0,0.0,29.0,0.0,120.0,12.0,0.0,375.0,3385.0,300.0,167.0,0.0,505.0,0.04751764349639416,420.11814918786445,415.80703148342536,5294786,316.424885,-655.003321
425,Minnesota,65-74,Second,187.0,528.0,0.0,17.0,56.0,56.0,163.0,243.0,61.0,210.0,350.0,0.0,113.0,71.0,63.0,85.0,37.0,70.0,0.0,341.0,64.0,54.0,869.0,5705.0,648.0,410.0,0.0,1107.0,0.1093155587092042,487.8058238897232,483.04910000583743,3717413,316.424885,-655.003321
427,Minnesota,75-84,Second,164.0,886.0,91.0,26.0,213.0,109.0,250.0,330.0,218.0,407.0,492.0,38.0,245.0,160.0,48.0,150.0,54.0,141.0,0.0,514.0,75.0,313.0,1499.0,7929.0,917.0,578.0,0.0,1840.0,0.3151244977489114,558.80087104011,552.0672895584393,1866991,316.424885,-655.003321
429,Minnesota,85+,Second,108.0,1195.0,341.0,33.0,364.0,219.0,285.0,326.0,428.0,724.0,630.0,83.0,379.0,143.0,0.0,275.0,64.0,183.0,0.0,622.0,64.0,677.0,2361.0,11316.0,1151.0,718.0,0.0,2794.0,0.5754464566707611,595.0,595.0,858270,316.424885,-655.003321
433,Mississippi,0-24,Second,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462.0,0.0,0.0,0.0,0.0,0.006206285529187882,74.07261578581416,85.47721564846825,6839826,228.13667800000002,-627.056598
435,Mississippi,25-34,Second,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,545.0,12.0,0.0,0.0,28.0,0.012834446073975415,208.65272635889295,205.63945662368715,2716644,228.13667800000002,-627.056598
437,Mississippi,35-44,Second,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,68.0,869.0,52.0,12.0,0.0,90.0,0.021021287352778015,278.4414724791399,275.99313761397156,2541973,228.13667800000002,-627.056598
439,Mississippi,45-54,Second,0.0,47.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,35.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,220.0,1565.0,190.0,104.0,0.0,295.0,0.04320692201144993,351.310636358171,346.7760342841956,2528512,228.13667800000002,-627.056598
441,Mississippi,55-64,Second,83.0,263.0,0.0,53.0,10.0,12.0,44.0,105.0,25.0,159.0,315.0,0.0,44.0,0.0,0.0,45.0,10.0,48.0,0.0,317.0,51.0,0.0,609.0,3793.0,563.0,342.0,0.0,832.0,0.09389275051653384,420.0353021327126,416.0549924190392,2700845,228.13667800000002,-627.056598
443,Mississippi,65-74,Second,148.0,470.0,0.0,140.0,70.0,64.0,121.0,263.0,111.0,392.0,621.0,0.0,147.0,89.0,40.0,82.0,25.0,120.0,20.0,656.0,135.0,0.0,1172.0,5700.0,1001.0,683.0,0.0,1491.0,0.1784288311377168,487.477071696974,483.714595698292,2022685,228.13667800000002,-627.056598
445,Mississippi,75-84,Second,141.0,518.0,16.0,138.0,112.0,70.0,174.0,267.0,165.0,426.0,654.0,10.0,208.0,95.0,13.0,116.0,26.0,121.0,24.0,657.0,112.0,94.0,1296.0,6043.0,1101.0,734.0,0.0,1668.0,0.41593588255345826,557.2380234907223,551.7092546754676,1018080,228.13667800000002,-627.056598
447,Mississippi,85+,Second,56.0,367.0,50.0,102.0,81.0,35.0,68.0,98.0,132.0,311.0,427.0,0.0,141.0,41.0,0.0,56.0,28.0,40.0,32.0,452.0,62.0,120.0,964.0,5327.0,774.0,467.0,0.0,1271.0,0.685419924557209,595.0,595.0,366086,228.13667800000002,-627.056598
451,Missouri,0-24,Second,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,822.0,0.0,0.0,0.0,0.0,0.005353491042042151,85.9264309128587,85.34281258223247,13460314,268.966586,-645.389283
453,Missouri,25-34,Second,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,953.0,0.0,0.0,0.0,11.0,0.012231227196753024,207.38853855610097,206.06763520699383,5739496,268.966586,-645.389283
455,Missouri,35-44,Second,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,71.0,1354.0,39.0,0.0,0.0,127.0,0.01767494357191026,277.4852540867418,275.4885022795654,5255607,268.966586,-645.389283
457,Missouri,45-54,Second,40.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,66.0,11.0,0.0,227.0,2356.0,185.0,93.0,0.0,307.0,0.03382476915139705,351.66580022015114,347.08544691474697,5125463,268.966586,-645.389283
459,Missouri,55-64,Second,108.0,375.0,0.0,39.0,13.0,25.0,70.0,109.0,10.0,69.0,430.0,0.0,59.0,0.0,61.0,26.0,15.0,92.0,0.0,360.0,99.0,0.0,866.0,6323.0,698.0,456.0,0.0,1108.0,0.07371171941049398,419.7530794754205,415.97765445177447,5814760,268.966586,-645.389283
461,Missouri,65-74,Second,217.0,724.0,10.0,106.0,102.0,70.0,156.0,213.0,88.0,151.0,844.0,0.0,133.0,90.0,54.0,119.0,71.0,210.0,10.0,722.0,187.0,30.0,1777.0,9995.0,1328.0,902.0,0.0,2203.0,0.1491984919644892,487.9011404874948,483.65377234026863,4271155,268.966586,-645.389283
463,Missouri,75-84,Second,162.0,925.0,101.0,107.0,172.0,125.0,237.0,268.0,185.0,236.0,1092.0,10.0,208.0,95.0,10.0,121.0,101.0,238.0,0.0,882.0,181.0,177.0,2424.0,12041.0,1759.0,1214.0,0.0,2970.0,0.38322725519537926,557.5017201814217,551.7067829780016,2228387,268.966586,-645.389283
465,Missouri,85+,Second,59.0,999.0,252.0,101.0,242.0,148.0,191.0,198.0,299.0,348.0,1026.0,23.0,255.0,101.0,0.0,137.0,87.0,216.0,21.0,840.0,104.0,449.0,2877.0,13715.0,1686.0,1092.0,0.0,3471.0,0.654364213347435,595.0,595.0,934717,268.966586,-645.389283
469,Montana,0-24,Second,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.004751632776751648,91.86829925726772,86.16380710909807,2274944,327.50944799999996,-779.0734909999999
471,Montana,25-34,Second,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,0.0,0.009870203421451153,205.89728346414026,205.91460002775807,958279,327.50944799999996,-779.0734909999999
473,Montana,35-44,Second,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.0,0.0,0.0,0.0,0.0,0.013761891529429703,277.44041023145246,275.33723314530664,904659,327.50944799999996,-779.0734909999999
475,Montana,45-54,Second,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,386.0,11.0,0.0,0.0,33.0,0.026965158106759188,352.03578088792636,347.0428526504559,823613,327.50944799999996,-779.0734909999999
477,Montana,55-64,Second,0.0,70.0,0.0,0.0,0.0,0.0,12.0,25.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,128.0,905.0,87.0,74.0,0.0,163.0,0.05811677346937358,421.01381657939777,417.17447248241604,1049965,327.50944799999996,-779.0734909999999
479,Montana,65-74,Second,0.0,155.0,0.0,0.0,0.0,0.0,32.0,59.0,0.0,49.0,135.0,0.0,25.0,0.0,0.0,33.0,0.0,0.0,0.0,167.0,11.0,0.0,292.0,1528.0,223.0,147.0,0.0,361.0,0.11992199709638954,488.56905603518356,483.26768620969096,872417,327.50944799999996,-779.0734909999999
481,Montana,75-84,Second,0.0,216.0,0.0,0.0,37.0,10.0,75.0,78.0,10.0,72.0,184.0,0.0,59.0,10.0,0.0,14.0,0.0,11.0,0.0,184.0,12.0,32.0,408.0,2017.0,296.0,216.0,0.0,486.0,0.33623485136777165,557.2063862472285,551.1667316924224,412657,327.50944799999996,-779.0734909999999
483,Montana,85+,Second,0.0,225.0,12.0,0.0,32.0,0.0,57.0,41.0,40.0,77.0,137.0,0.0,58.0,0.0,0.0,10.0,0.0,20.0,0.0,155.0,0.0,94.0,464.0,2270.0,225.0,149.0,0.0,529.0,0.594966784119606,595.0,595.0,159985,327.50944799999996,-779.0734909999999
487,Nebraska,0-24,Second,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,0.0,0.0,0.0,0.0,0.003927404021960683,66.54357707039892,84.35841454668184,4645788,288.22010000000006,-681.209046
489,Nebraska,25-34,Second,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,0.0,0.0,0.0,0.0,0.006689439463661984,209.58886449674958,206.2766624023194,1767367,288.22010000000006,-681.209046
491,Nebraska,35-44,Second,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,0.0,0.0,0.0,0.0,0.011813547788187863,279.257192233046,275.19771756053933,1690472,288.22010000000006,-681.209046
493,Nebraska,45-54,Second,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,71.0,560.0,35.0,14.0,0.0,88.0,0.02616799904499203,351.37916730861576,346.6819376102497,1507940,288.22010000000006,-681.209046
495,Nebraska,55-64,Second,0.0,109.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,11.0,64.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,73.0,0.0,0.0,217.0,1382.0,163.0,73.0,0.0,278.0,0.0566155438311398,420.2553602557089,416.1276706402932,1695848,288.22010000000006,-681.209046
497,Nebraska,65-74,Second,38.0,226.0,0.0,22.0,26.0,0.0,60.0,83.0,0.0,73.0,155.0,0.0,28.0,29.0,20.0,43.0,10.0,18.0,0.0,184.0,34.0,0.0,434.0,2381.0,292.0,173.0,0.0,540.0,0.13102494804188608,488.4493113096395,483.19786147070005,1252356,288.22010000000006,-681.209046
499,Nebraska,75-84,Second,25.0,349.0,0.0,27.0,86.0,42.0,98.0,110.0,72.0,102.0,255.0,0.0,66.0,39.0,0.0,56.0,26.0,49.0,25.0,298.0,26.0,57.0,668.0,3012.0,447.0,291.0,0.0,811.0,0.33638064805418255,558.190391705257,552.3447266056668,633444,288.22010000000006,-681.209046
501,Nebraska,85+,Second,25.0,390.0,58.0,49.0,135.0,47.0,80.0,108.0,131.0,196.0,277.0,13.0,117.0,25.0,0.0,53.0,12.0,81.0,39.0,310.0,10.0,182.0,872.0,4240.0,530.0,306.0,0.0,1081.0,0.5866189524531364,595.0,595.0,301406,288.22010000000006,-681.209046
505,Nevada,0-24,Second,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.0,0.0,0.0,0.0,0.0,0.004454481028515147,73.96467811952748,83.29995830647718,6581358,259.30436699999996,-813.34204
507,Nevada,25-34,Second,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,474.0,15.0,13.0,0.0,19.0,0.008323653205297887,209.10525008007917,206.50992396431258,3132871,259.30436699999996,-813.34204
509,Nevada,35-44,Second,24.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,700.0,82.0,35.0,0.0,103.0,0.014584782510064544,278.61090421071935,275.62770708048066,2857645,259.30436699999996,-813.34204
511,Nevada,45-54,Second,111.0,90.0,0.0,53.0,0.0,0.0,0.0,28.0,0.0,11.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,11.0,0.0,254.0,1327.0,235.0,193.0,0.0,297.0,0.02910631811246276,351.6061408489201,346.4634917814305,2757475,259.30436699999996,-813.34204
513,Nevada,55-64,Second,260.0,280.0,0.0,147.0,12.0,0.0,21.0,84.0,12.0,70.0,459.0,0.0,28.0,0.0,35.0,23.0,0.0,43.0,0.0,167.0,94.0,0.0,608.0,2807.0,599.0,476.0,0.0,732.0,0.06756228390149772,420.4660501856225,415.8811813795802,2684150,259.30436699999996,-813.34204
515,Nevada,65-74,Second,490.0,504.0,0.0,265.0,34.0,24.0,45.0,157.0,24.0,164.0,810.0,0.0,58.0,21.0,11.0,39.0,0.0,62.0,0.0,285.0,142.0,0.0,1054.0,4820.0,1101.0,848.0,0.0,1310.0,0.13902468914166094,488.8419228707185,484.3325158308693,2123541,259.30436699999996,-813.34204
517,Nevada,75-84,Second,577.0,521.0,0.0,227.0,52.0,25.0,107.0,151.0,69.0,190.0,887.0,0.0,83.0,24.0,0.0,55.0,35.0,95.0,12.0,335.0,132.0,48.0,1191.0,5393.0,1196.0,957.0,0.0,1432.0,0.3697950698435306,556.5070347198612,550.424465299439,1034551,259.30436699999996,-813.34204
519,Nevada,85+,Second,324.0,308.0,23.0,139.0,38.0,11.0,39.0,43.0,37.0,75.0,567.0,0.0,43.0,0.0,0.0,19.0,10.0,41.0,0.0,180.0,32.0,64.0,782.0,4393.0,750.0,606.0,0.0,926.0,0.6663029566407204,595.0,595.0,313712,259.30436699999996,-813.34204
523,New Hampshire,0-24,Second,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.003351748134227818,95.80988116227233,90.02810329803806,2650970,302.084006,-500.233818
525,New Hampshire,25-34,Second,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,0.010749274352565407,208.91212944516735,206.3339486500763,1205883,302.084006,-500.233818
527,New Hampshire,35-44,Second,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,0.0,0.0,0.0,0.0,0.01464529784861952,278.11244882874956,275.78785860229175,1092889,302.084006,-500.233818
529,New Hampshire,45-54,Second,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.0,0.0,0.0,0.0,0.0,0.026035701297223567,352.3055817253768,348.1727896208282,1281952,302.084006,-500.233818
531,New Hampshire,55-64,Second,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,915.0,12.0,0.0,0.0,55.0,0.05262076612561942,420.03424698188434,415.832599160056,1500100,302.084006,-500.233818
533,New Hampshire,65-74,Second,0.0,54.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,42.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,143.0,1605.0,122.0,46.0,0.0,211.0,0.1126081353984773,488.9934516527224,483.47515212649586,1068683,302.084006,-500.233818
535,New Hampshire,75-84,Second,0.0,105.0,0.0,0.0,25.0,0.0,33.0,29.0,0.0,0.0,53.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0,0.0,59.0,0.0,49.0,274.0,2046.0,177.0,67.0,0.0,363.0,0.35287045408040285,558.2891329718545,551.1141020943146,496678,302.084006,-500.233818
537,New Hampshire,85+,Second,0.0,128.0,11.0,12.0,28.0,18.0,29.0,17.0,30.0,26.0,67.0,0.0,35.0,0.0,0.0,10.0,0.0,27.0,0.0,79.0,0.0,97.0,389.0,2822.0,189.0,75.0,0.0,491.0,0.6424155086278915,595.0,595.0,211687,302.084006,-500.233818
541,New Jersey,0-24,Second,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,0.0,0.0,0.0,0.0,0.00320050749607617,84.9091707754372,84.95453622743338,18827914,283.02266999999995,-521.0254560000001
543,New Jersey,25-34,Second,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,909.0,22.0,0.0,0.0,53.0,0.009743486403021962,208.60392393773242,206.50171611211988,8037645,283.02266999999995,-521.0254560000001
545,New Jersey,35-44,Second,0.0,70.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,161.0,1481.0,107.0,74.0,0.0,186.0,0.012424099445343017,277.84090080653635,276.20583039180457,7948248,283.02266999999995,-521.0254560000001
547,New Jersey,45-54,Second,66.0,225.0,0.0,169.0,0.0,0.0,0.0,54.0,0.0,40.0,264.0,0.0,0.0,0.0,27.0,10.0,0.0,47.0,0.0,238.0,73.0,0.0,500.0,2916.0,377.0,269.0,0.0,599.0,0.02333085706923157,352.19206083674857,347.3553957589754,8401932,283.02266999999995,-521.0254560000001
549,New Jersey,55-64,Second,207.0,572.0,0.0,365.0,58.0,34.0,37.0,182.0,36.0,162.0,670.0,0.0,91.0,34.0,75.0,96.0,34.0,158.0,20.0,693.0,206.0,0.0,1294.0,6567.0,909.0,694.0,0.0,1509.0,0.05124514009803534,419.48192740398247,415.3625423346497,8565088,283.02266999999995,-521.0254560000001
