,State,Age Group,Peak,Adult respiratory distress syndrome,All other conditions and causes (residual),Alzheimer disease,Cardiac arrest,Cardiac arrhythmia,Cerebrovascular diseases,Chronic lower respiratory diseases,Diabetes,Heart failure,Hypertensive diseases,Influenza and pneumonia,"Intentional and unintentional injury, poisoning, and other adverse events",Ischemic heart disease,Malignant neoplasms,Obesity,Other diseases of the circulatory system,Other diseases of the respiratory system,Renal failure,Respiratory arrest,Respiratory failure,Sepsis,Vascular and unspecified dementia,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Tables Death Rate,Average Age of Death,Average Age,Population,LATITUDE,LONGITUDE
154,District of Columbia,65-74,First,171.0,42.0,0.0,0.0,0.0,0.0,14.0,87.0,0.0,119.0,156.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,1261.0,290.0,175.0,0.0,300.0,0.18220952432602644,625.4481647530669,621.470260260061,451971,350.19243000000006,-693.130212
156,District of Columbia,75-84,First,138.0,25.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,95.0,126.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,141.0,997.0,209.0,139.0,0.0,215.0,0.3970228549093009,716.7329583469452,709.4537014709427,223938,350.19243000000006,-693.130212
158,District of Columbia,85+,First,136.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,93.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,138.0,1158.0,188.0,136.0,0.0,194.0,0.6693319827318192,765.0,765.0,110178,350.19243000000006,-693.130212
162,Florida,0-24,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,3133.0,0.0,0.0,0.0,37.0,0.005680820491688792,100.16051041920593,109.93264209967474,53569440,250.40453399999996,-734.7118859999999
164,Florida,25-34,First,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,85.0,3761.0,152.0,44.0,0.0,212.0,0.012675760115962477,268.77965883734583,265.36445862406714,24928731,250.40453399999996,-734.7118859999999
166,Florida,35-44,First,21.0,57.0,0.0,0.0,0.0,0.0,15.0,51.0,0.0,59.0,139.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,272.0,5369.0,322.0,144.0,12.0,475.0,0.018794500501826406,357.63327246521675,354.9037962525824,23276349,250.40453399999996,-734.7118859999999
168,Florida,45-54,First,88.0,229.0,0.0,33.0,0.0,11.0,42.0,227.0,0.0,266.0,340.0,0.0,49.0,13.0,168.0,17.0,0.0,21.0,0.0,114.0,31.0,0.0,664.0,9435.0,784.0,365.0,43.0,1132.0,0.03583957313094288,452.42240003393044,446.2726020669667,24354819,250.40453399999996,-734.7118859999999
170,Florida,55-64,First,215.0,588.0,0.0,67.0,55.0,64.0,242.0,641.0,52.0,837.0,912.0,15.0,268.0,89.0,306.0,70.0,50.0,60.0,0.0,298.0,112.0,22.0,1778.0,22464.0,2196.0,1018.0,71.0,3031.0,0.08179472582414747,539.8242887545355,534.7714910057551,26083179,250.40453399999996,-734.7118859999999
172,Florida,65-74,First,387.0,1134.0,15.0,123.0,211.0,229.0,606.0,1269.0,139.0,1699.0,1632.0,38.0,780.0,205.0,357.0,186.0,102.0,155.0,0.0,565.0,190.0,270.0,3352.0,35135.0,4127.0,1921.0,90.0,5656.0,0.15311518739908936,628.9749929391118,623.6461077428977,22188321,250.40453399999996,-734.7118859999999
174,Florida,75-84,First,455.0,1406.0,173.0,134.0,394.0,286.0,872.0,1390.0,220.0,2357.0,2084.0,99.0,1298.0,319.0,217.0,227.0,138.0,165.0,22.0,672.0,209.0,848.0,4465.0,45807.0,5253.0,2465.0,92.0,7349.0,0.4032422773540021,717.7235393970342,709.50786341945,13054626,250.40453399999996,-734.7118859999999
176,Florida,85+,First,344.0,1583.0,317.0,142.0,542.0,295.0,784.0,1007.0,293.0,2537.0,2081.0,150.0,1510.0,246.0,41.0,321.0,159.0,172.0,34.0,610.0,134.0,1606.0,4811.0,56394.0,5338.0,2397.0,58.0,7816.0,0.7213720008730888,765.0,765.0,5233086,250.40453399999996,-734.7118859999999
180,Georgia,0-24,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1796.0,0.0,0.0,0.0,0.0,0.006185220190964173,94.2968936202675,109.70748768091968,31423815,300.39142499999997,-754.9444079999998
182,Georgia,25-34,First,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,1849.0,10.0,0.0,0.0,106.0,0.011828821816015987,267.85881162119483,264.8407988684736,13235220,300.39142499999997,-754.9444079999998
184,Georgia,35-44,First,0.0,54.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,38.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,150.0,2730.0,134.0,38.0,10.0,266.0,0.018905382917728277,359.21791868088644,355.01373940218946,12337218,300.39142499999997,-754.9444079999998
186,Georgia,45-54,First,41.0,154.0,0.0,50.0,0.0,0.0,0.0,22.0,0.0,44.0,201.0,0.0,0.0,0.0,12.0,11.0,0.0,25.0,0.0,200.0,88.0,0.0,415.0,5220.0,414.0,209.0,0.0,636.0,0.038529533729888495,451.8538956774753,445.4700568780826,12574791,300.39142499999997,-754.9444079999998
188,Georgia,55-64,First,123.0,345.0,0.0,139.0,0.0,11.0,30.0,143.0,13.0,133.0,454.0,0.0,47.0,0.0,29.0,13.0,30.0,103.0,10.0,463.0,197.0,0.0,994.0,11504.0,1012.0,466.0,31.0,1580.0,0.09153680400922894,539.0892157165227,533.8705240186363,11766051,300.39142499999997,-754.9444079999998
190,Georgia,65-74,First,208.0,677.0,0.0,267.0,33.0,84.0,103.0,208.0,74.0,219.0,772.0,0.0,73.0,12.0,29.0,85.0,42.0,160.0,26.0,795.0,309.0,38.0,1686.0,16473.0,1608.0,815.0,37.0,2526.0,0.19168555838987233,627.8172167248948,622.0507731633119,8334009,300.39142499999997,-754.9444079999998
192,Georgia,75-84,First,135.0,647.0,70.0,246.0,71.0,76.0,112.0,199.0,109.0,256.0,846.0,0.0,100.0,48.0,0.0,76.0,62.0,163.0,32.0,861.0,253.0,180.0,1814.0,18225.0,1848.0,902.0,23.0,2796.0,0.4963104978203774,716.0375652306494,708.2685776250102,3958956,300.39142499999997,-754.9444079999998
194,Georgia,85+,First,41.0,551.0,141.0,209.0,66.0,52.0,59.0,117.0,126.0,263.0,627.0,0.0,115.0,12.0,0.0,64.0,74.0,91.0,49.0,621.0,138.0,279.0,1559.0,17965.0,1477.0,656.0,0.0,2402.0,0.8558442816138268,765.0,765.0,1359621,300.39142499999997,-754.9444079999998
198,Hawaii,0-24,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.004884288754547014,70.48520740962181,104.36376261342473,3629169,190.037601,-1417.3596360000001
200,Hawaii,25-34,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0,0.0,0.0,0.0,0.008011944824829698,267.06366513459193,265.80331464243295,1629135,190.037601,-1417.3596360000001
202,Hawaii,35-44,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.013253420451655985,358.2004541910766,354.1321677473742,1558701,190.037601,-1417.3596360000001
204,Hawaii,45-54,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.0,0.0,0.0,0.0,0.0,0.030682734190486366,452.4164334930573,445.99861789255783,1491201,190.037601,-1417.3596360000001
206,Hawaii,55-64,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1080.0,34.0,10.0,0.0,53.0,0.06853476581163703,541.1655745411612,535.5028909483985,1611063,190.037601,-1417.3596360000001
208,Hawaii,65-74,First,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,48.0,1743.0,100.0,19.0,0.0,140.0,0.13696594052016736,627.6648527987483,622.5986639665464,1368828,190.037601,-1417.3596360000001
210,Hawaii,75-84,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,1927.0,106.0,10.0,0.0,140.0,0.34376438632607464,716.8364622141523,708.9640102827764,672192,190.037601,-1417.3596360000001
212,Hawaii,85+,First,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,67.0,3272.0,254.0,32.0,0.0,300.0,0.6012707278132439,765.0,765.0,375012,190.037601,-1417.3596360000001
216,Idaho,0-24,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,0.006097942492633591,116.96419684513968,108.14591102834542,5504697,397.96678799999995,-1036.608129
218,Idaho,25-34,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,0.0,0.0,0.0,0.0,0.009329559886828064,265.4737255600185,264.92973444548477,2114820,397.96678799999995,-1036.608129
220,Idaho,35-44,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0,0.0,0.0,0.0,0.0,0.015252029942348602,356.40800643056804,354.4835477043668,2036889,397.96678799999995,-1036.608129
222,Idaho,45-54,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567.0,0.0,0.0,0.0,0.0,0.03329706927761436,452.0814785388963,445.24941586177135,1814211,397.96678799999995,-1036.608129
224,Idaho,55-64,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,1410.0,40.0,0.0,0.0,93.0,0.06978758666664361,542.4032915550625,535.5318622736391,1965114,397.96678799999995,-1036.608129
226,Idaho,65-74,First,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,94.0,2294.0,149.0,41.0,0.0,215.0,0.15614133942872288,627.2566914710253,621.8355907338542,1582794,397.96678799999995,-1036.608129
228,Idaho,75-84,First,12.0,58.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,10.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,11.0,139.0,3047.0,189.0,47.0,0.0,287.0,0.44045755695551625,716.6392071842101,708.1844172644949,765270,397.96678799999995,-1036.608129
230,Idaho,85+,First,0.0,79.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,26.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,36.0,192.0,3501.0,203.0,61.0,0.0,336.0,0.7942751795053482,765.0,765.0,267966,397.96678799999995,-1036.608129
234,Illinois,0-24,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1750.0,0.0,0.0,0.0,0.0,0.005639454183401541,97.26900036695568,110.36745573936103,35635500,371.5808310000001,-795.5130059999999
236,Illinois,25-34,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,1932.0,32.0,0.0,0.0,84.0,0.01116970363073051,266.8192037562055,265.13742511875057,15758451,371.5808310000001,-795.5130059999999
238,Illinois,35-44,First,0.0,39.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,48.0,67.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,178.0,2749.0,159.0,71.0,0.0,286.0,0.016202827985398474,358.3049545483419,354.60620633036393,14700861,371.5808310000001,-795.5130059999999
240,Illinois,45-54,First,33.0,101.0,0.0,0.0,0.0,0.0,36.0,148.0,10.0,175.0,201.0,0.0,12.0,0.0,84.0,0.0,0.0,0.0,0.0,106.0,11.0,0.0,466.0,5078.0,436.0,220.0,0.0,691.0,0.03306577883195132,452.34499761354755,445.91115069642996,14389173,371.5808310000001,-795.5130059999999
242,Illinois,55-64,First,64.0,280.0,0.0,0.0,12.0,30.0,114.0,399.0,56.0,494.0,471.0,0.0,94.0,52.0,91.0,14.0,0.0,17.0,0.0,258.0,48.0,0.0,1020.0,12024.0,1108.0,533.0,27.0,1632.0,0.07914525107480586,539.9945065060929,534.6617501260394,14923908,371.5808310000001,-795.5130059999999
244,Illinois,65-74,First,85.0,516.0,0.0,13.0,79.0,72.0,274.0,661.0,121.0,898.0,798.0,0.0,234.0,67.0,103.0,46.0,0.0,54.0,0.0,481.0,93.0,93.0,1744.0,17913.0,1912.0,919.0,18.0,2769.0,0.1657836193218827,627.550669009484,621.5038481063032,10584297,371.5808310000001,-795.5130059999999
246,Illinois,75-84,First,33.0,548.0,48.0,36.0,128.0,81.0,345.0,591.0,192.0,1011.0,901.0,0.0,344.0,103.0,38.0,84.0,16.0,79.0,0.0,609.0,131.0,235.0,2058.0,21428.0,2425.0,1053.0,39.0,3481.0,0.438778349943459,717.2131966090681,709.6406660780033,5402070,371.5808310000001,-795.5130059999999
248,Illinois,85+,First,16.0,627.0,148.0,30.0,314.0,119.0,309.0,461.0,317.0,1181.0,963.0,11.0,384.0,53.0,10.0,97.0,12.0,87.0,0.0,598.0,113.0,504.0,2533.0,28619.0,2753.0,1096.0,67.0,4258.0,0.7537268176674843,765.0,765.0,2402721,371.5808310000001,-795.5130059999999
252,Indiana,0-24,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1171.0,0.0,0.0,0.0,0.0,0.006404412179253994,100.39921671844832,110.77993404306328,20047626,361.34321400000005,-776.3356259999998
254,Indiana,25-34,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1344.0,0.0,0.0,0.0,10.0,0.013701667240820822,267.14952461661625,264.50741111273487,8006490,361.34321400000005,-776.3356259999998
256,Indiana,35-44,First,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1672.0,46.0,0.0,0.0,70.0,0.0214680164353922,358.2186453717005,354.8304156716662,7451001,361.34321400000005,-776.3356259999998
258,Indiana,45-54,First,0.0,32.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,114.0,3173.0,217.0,49.0,0.0,292.0,0.04161976939067244,451.9570179624531,445.86124862035433,7412229,361.34321400000005,-776.3356259999998
260,Indiana,55-64,First,41.0,190.0,0.0,0.0,0.0,11.0,26.0,46.0,12.0,51.0,182.0,0.0,13.0,0.0,0.0,0.0,0.0,15.0,0.0,151.0,33.0,0.0,369.0,7510.0,630.0,191.0,11.0,831.0,0.09311922141350805,540.5682482737427,534.7982393987946,7875378,361.34321400000005,-776.3356259999998
262,Indiana,65-74,First,102.0,447.0,11.0,46.0,38.0,38.0,118.0,167.0,44.0,115.0,357.0,0.0,73.0,34.0,10.0,29.0,24.0,97.0,0.0,370.0,121.0,31.0,818.0,11265.0,1141.0,395.0,22.0,1595.0,0.19618023829534648,627.4959119044224,621.4517265370162,5730633,361.34321400000005,-776.3356259999998
264,Indiana,75-84,First,74.0,539.0,52.0,34.0,101.0,48.0,154.0,171.0,108.0,172.0,457.0,0.0,148.0,25.0,0.0,26.0,45.0,138.0,0.0,466.0,114.0,189.0,1107.0,13440.0,1435.0,495.0,39.0,2088.0,0.49812117330729966,716.5426490642188,709.3301974919561,2861433,361.34321400000005,-776.3356259999998
266,Indiana,85+,First,49.0,593.0,167.0,42.0,144.0,65.0,152.0,129.0,167.0,264.0,431.0,10.0,144.0,22.0,0.0,59.0,44.0,120.0,0.0,439.0,50.0,336.0,1354.0,15853.0,1431.0,469.0,41.0,2361.0,0.8314718529582024,765.0,765.0,1179621,361.34321400000005,-776.3356259999998
270,Iowa,0-24,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.0,0.0,0.0,0.0,0.0,0.004695696980925276,93.29084960229036,111.04008109074549,9362844,377.51459399999993,-837.329661
272,Iowa,25-34,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.0,0.0,0.0,0.0,0.0,0.009315622877329587,266.68785686322906,264.77643231656384,3577212,377.51459399999993,-837.329661
274,Iowa,35-44,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549.0,0.0,0.0,0.0,0.0,0.014160067029297355,360.25842330831495,354.2553734156645,3461625,377.51459399999993,-837.329661
276,Iowa,45-54,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,1143.0,26.0,0.0,0.0,66.0,0.033032311988063154,452.8626842698187,446.3931877092782,3260313,377.51459399999993,-837.329661
278,Iowa,55-64,First,0.0,57.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,176.0,2866.0,197.0,35.0,0.0,321.0,0.0747418383602053,540.5420740067993,535.2312768706288,3740841,377.51459399999993,-837.329661
280,Iowa,65-74,First,29.0,126.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,24.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,11.0,284.0,4595.0,348.0,76.0,16.0,562.0,0.16844782065600158,626.9491517473189,621.2776170584401,2803023,377.51459399999993,-837.329661
282,Iowa,75-84,First,27.0,145.0,0.0,0.0,22.0,0.0,26.0,37.0,0.0,36.0,75.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,33.0,353.0,5823.0,468.0,101.0,14.0,736.0,0.4368853457272053,718.1963007423827,710.5603163977818,1465497,377.51459399999993,-837.329661
284,Iowa,85+,First,12.0,200.0,43.0,0.0,27.0,0.0,42.0,27.0,66.0,95.0,116.0,0.0,42.0,0.0,0.0,11.0,0.0,13.0,10.0,138.0,0.0,127.0,541.0,8754.0,632.0,124.0,27.0,1084.0,0.7535295411944389,765.0,765.0,708066,377.51459399999993,-837.329661
288,Kansas,0-24,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.0,0.0,0.0,0.0,0.0,0.006037570514890831,100.73419151101785,109.9763868826384,8872272,346.18454099999997,-868.165308
290,Kansas,25-34,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.0,0.0,0.0,0.0,0.0,0.01142587868962437,267.0009271577768,265.02339392190805,3368952,346.18454099999997,-868.165308
292,Kansas,35-44,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588.0,0.0,0.0,0.0,0.0,0.017155433900188657,356.8680719032668,354.0547375267744,3210156,346.18454099999997,-868.165308
294,Kansas,45-54,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,0.0,0.0,0.0,62.0,0.0351765040308237,452.6365881087118,445.97128485364004,2941479,346.18454099999997,-868.165308
296,Kansas,55-64,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,95.0,2695.0,178.0,42.0,10.0,251.0,0.08500037924386561,540.3475341598128,535.1402064409134,3342942,346.18454099999997,-868.165308
298,Kansas,65-74,First,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,165.0,4144.0,320.0,61.0,0.0,439.0,0.17975454116240142,627.3633389799206,621.2603770258158,2450124,346.18454099999997,-868.165308
300,Kansas,75-84,First,0.0,40.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,11.0,218.0,4954.0,360.0,77.0,35.0,521.0,0.4674897897988557,717.7534194781933,709.9844228155234,1238157,346.18454099999997,-868.165308
302,Kansas,85+,First,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,38.0,271.0,6884.0,505.0,89.0,0.0,708.0,0.7954055294394493,765.0,765.0,591102,346.18454099999997,-868.165308
306,Kentucky,0-24,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,741.0,0.0,0.0,0.0,0.0,0.0060833128943340855,104.57354089814122,109.62320528543172,12696030,340.42049099999997,-767.236203
308,Kentucky,25-34,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,993.0,0.0,0.0,0.0,0.0,0.01623158283764496,268.9034321888464,264.30935225806456,5231250,340.42049099999997,-767.236203
310,Kentucky,35-44,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1577.0,55.0,0.0,0.0,84.0,0.026704701175913212,358.9212617330565,355.2036937945493,4928103,340.42049099999997,-767.236203
312,Kentucky,45-54,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2723.0,173.0,0.0,0.0,213.0,0.052454686397686606,451.60981197240426,446.09341907412744,5063634,340.42049099999997,-767.236203
314,Kentucky,55-64,First,0.0,71.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,10.0,0.0,146.0,6051.0,486.0,71.0,21.0,592.0,0.11026987647637726,539.7401162315681,534.7455291619998,5383890,340.42049099999997,-767.236203
316,Kentucky,65-74,First,27.0,173.0,0.0,0.0,0.0,0.0,27.0,54.0,0.0,40.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,156.0,93.0,0.0,316.0,8382.0,841.0,160.0,24.0,1035.0,0.2233100155368447,627.5205613078673,621.8420946869222,4030884,340.42049099999997,-767.236203
318,Kentucky,75-84,First,11.0,195.0,0.0,0.0,30.0,10.0,12.0,61.0,23.0,52.0,170.0,0.0,21.0,0.0,0.0,0.0,0.0,22.0,0.0,183.0,68.0,50.0,387.0,9431.0,1031.0,193.0,12.0,1254.0,0.545571606606245,715.6944286497419,708.9334480572412,1987380,340.42049099999997,-767.236203
320,Kentucky,85+,First,0.0,227.0,24.0,10.0,30.0,0.0,0.0,47.0,68.0,66.0,170.0,0.0,62.0,0.0,0.0,10.0,0.0,40.0,0.0,165.0,35.0,131.0,481.0,9144.0,891.0,183.0,10.0,1215.0,0.9017318487167358,765.0,765.0,736812,340.42049099999997,-767.236203
324,Louisiana,0-24,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,931.0,0.0,0.0,0.0,0.0,0.0074486056988826025,97.51939691190255,107.66132956706568,13515768,276.50532599999997,-823.579497
326,Louisiana,25-34,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1169.0,0.0,0.0,0.0,36.0,0.01598381566582248,269.3707295228695,265.28916161630104,5867397,276.50532599999997,-823.579497
328,Louisiana,35-44,First,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,109.0,1649.0,75.0,27.0,0.0,141.0,0.025832457491196698,358.7595309778038,353.73743934647746,5275044,276.50532599999997,-823.579497
330,Louisiana,45-54,First,68.0,52.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,61.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,84.0,0.0,0.0,270.0,2732.0,171.0,96.0,12.0,347.0,0.04842534146737307,452.0055147809334,446.3752934149019,4926897,276.50532599999997,-823.579497
332,Louisiana,55-64,First,193.0,234.0,0.0,12.0,12.0,10.0,18.0,116.0,14.0,153.0,355.0,0.0,10.0,11.0,14.0,0.0,12.0,48.0,0.0,262.0,66.0,0.0,722.0,6342.0,611.0,370.0,0.0,973.0,0.10661070803180339,539.7725900471346,534.9932485403813,5441490,276.50532599999997,-823.579497
