,State,Age Group,Peak,Adult respiratory distress syndrome,All other conditions and causes (residual),Alzheimer disease,Cardiac arrest,Cardiac arrhythmia,Cerebrovascular diseases,Chronic lower respiratory diseases,Diabetes,Heart failure,Hypertensive diseases,Influenza and pneumonia,"Intentional and unintentional injury, poisoning, and other adverse events",Ischemic heart disease,Malignant neoplasms,Obesity,Other diseases of the circulatory system,Other diseases of the respiratory system,Renal failure,Respiratory arrest,Respiratory failure,Sepsis,Vascular and unspecified dementia,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Tables Death Rate,Average Age of Death,Average Age,Population,LATITUDE,LONGITUDE
514,Nevada,65-74,First,152.0,161.0,0.0,114.0,0.0,0.0,0.0,43.0,0.0,37.0,307.0,0.0,14.0,0.0,0.0,0.0,0.0,13.0,0.0,114.0,73.0,0.0,416.0,5083.0,667.0,322.0,0.0,775.0,0.17874602889642122,628.5110436909238,622.7132346396892,2730267,333.3913289999999,-1045.72548
516,Nevada,75-84,First,166.0,180.0,0.0,97.0,10.0,0.0,16.0,38.0,0.0,52.0,303.0,0.0,23.0,0.0,0.0,0.0,0.0,25.0,0.0,142.0,47.0,0.0,446.0,5769.0,691.0,327.0,0.0,821.0,0.4754508040845393,715.5090446398215,707.688598242136,1330137,333.3913289999999,-1045.72548
518,Nevada,85+,First,109.0,116.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,10.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,280.0,4959.0,433.0,200.0,0.0,513.0,0.8566752299666405,765.0,765.0,403344,333.3913289999999,-1045.72548
522,New Hampshire,0-24,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.004309390458292909,123.18413292292156,115.75041852604893,3408390,388.39372199999997,-643.157766
524,New Hampshire,25-34,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,0.0,0.0,0.0,0.0,0.013820495596155523,268.60130928664375,265.28650540724095,1550421,388.39372199999997,-643.157766
526,New Hampshire,35-44,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,0.0,0.0,0.0,0.0,0.018829668662510814,357.57314849410653,354.584389631518,1405143,388.39372199999997,-643.157766
528,New Hampshire,45-54,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496.0,0.0,0.0,0.0,0.0,0.0334744730964303,452.9643193611987,447.6507295124934,1648224,388.39372199999997,-643.157766
530,New Hampshire,55-64,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1114.0,24.0,0.0,0.0,28.0,0.06765527073293925,540.0440318338512,534.6419132057863,1928700,388.39372199999997,-643.157766
532,New Hampshire,65-74,First,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,55.0,1874.0,103.0,14.0,0.0,157.0,0.1447818883694708,628.7058664106431,621.6109098769232,1374021,388.39372199999997,-643.157766
534,New Hampshire,75-84,First,0.0,29.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,104.0,2423.0,184.0,18.0,0.0,275.0,0.4536905838176608,717.8003138209558,708.5752741212616,638586,388.39372199999997,-643.157766
536,New Hampshire,85+,First,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,43.0,204.0,3422.0,222.0,36.0,0.0,399.0,0.8259627968072891,765.0,765.0,272169,388.39372199999997,-643.157766
540,New Jersey,0-24,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676.0,0.0,0.0,0.0,10.0,0.00411493820924079,109.16893385413356,109.2272608638429,24207318,363.8862899999999,-669.889872
542,New Jersey,25-34,First,14.0,35.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,103.0,1272.0,56.0,49.0,0.0,113.0,0.012527339661028238,268.20504506279883,265.5022064298684,10334115,363.8862899999999,-669.889872
544,New Jersey,35-44,First,54.0,84.0,0.0,34.0,0.0,0.0,0.0,27.0,0.0,15.0,114.0,0.0,0.0,0.0,20.0,11.0,0.0,13.0,0.0,97.0,33.0,0.0,261.0,1909.0,153.0,114.0,0.0,306.0,0.01597384214401245,357.2240153226896,355.1217819323202,10219176,363.8862899999999,-669.889872
546,New Jersey,45-54,First,207.0,295.0,0.0,174.0,10.0,18.0,22.0,101.0,0.0,80.0,340.0,0.0,15.0,0.0,34.0,28.0,20.0,75.0,14.0,323.0,83.0,0.0,752.0,3874.0,499.0,350.0,0.0,921.0,0.02999681623186916,452.8183639329624,446.5997945472541,10802484,363.8862899999999,-669.889872
548,New Jersey,55-64,First,421.0,740.0,0.0,408.0,55.0,56.0,66.0,268.0,48.0,251.0,901.0,10.0,108.0,68.0,65.0,63.0,48.0,156.0,44.0,806.0,253.0,13.0,1872.0,8821.0,1317.0,938.0,0.0,2261.0,0.06588660869747401,539.3339066622632,534.0375544302639,11012256,363.8862899999999,-669.889872
550,New Jersey,65-74,First,606.0,1124.0,12.0,623.0,115.0,122.0,152.0,370.0,106.0,430.0,1344.0,27.0,222.0,129.0,54.0,131.0,74.0,322.0,76.0,1206.0,369.0,95.0,2821.0,13055.0,2067.0,1416.0,0.0,3492.0,0.14938982371240853,628.3675565554236,622.0012138807444,7495794,363.8862899999999,-669.889872
552,New Jersey,75-84,First,587.0,1307.0,82.0,665.0,248.0,172.0,221.0,403.0,201.0,615.0,1785.0,21.0,394.0,150.0,20.0,174.0,83.0,338.0,108.0,1538.0,349.0,366.0,3754.0,17615.0,2847.0,1887.0,23.0,4743.0,0.41298448629677287,717.8467523396349,709.6609284178676,3956085,363.8862899999999,-669.889872
554,New Jersey,85+,First,526.0,1555.0,223.0,730.0,393.0,217.0,242.0,328.0,364.0,794.0,2067.0,53.0,581.0,139.0,0.0,215.0,152.0,297.0,159.0,1775.0,282.0,880.0,4870.0,25689.0,3534.0,2173.0,47.0,6281.0,0.7277193143963814,765.0,765.0,1827936,363.8862899999999,-669.889872
558,New Mexico,0-24,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,0.0,0.0,0.0,0.0,0.006575863290927372,115.11026470928586,110.60528230587727,6011352,311.694696,-957.1891409999998
560,New Mexico,25-34,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,616.0,0.0,0.0,0.0,16.0,0.01947850392898545,268.4782496033612,265.09000516528926,2509056,311.694696,-957.1891409999998
562,New Mexico,35-44,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,754.0,12.0,0.0,0.0,37.0,0.028025765181519086,358.68477116631533,353.9353238950522,2273931,311.694696,-957.1891409999998
564,New Mexico,45-54,First,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,1120.0,52.0,13.0,0.0,101.0,0.04764709034934639,450.18954177157974,445.9911945569442,2117781,311.694696,-957.1891409999998
566,New Mexico,55-64,First,0.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,129.0,2109.0,181.0,64.0,0.0,254.0,0.08303331630304456,540.2071525352482,535.4667885726012,2455992,311.694696,-957.1891409999998
568,New Mexico,65-74,First,0.0,31.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,10.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,178.0,3127.0,259.0,70.0,0.0,364.0,0.16339829396456482,627.4389759754876,622.3610473844346,2020347,311.694696,-957.1891409999998
570,New Mexico,75-84,First,0.0,60.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,11.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,199.0,3647.0,296.0,74.0,0.0,419.0,0.4186707844957709,717.6921534340371,709.1510016649661,1005426,311.694696,-957.1891409999998
572,New Mexico,85+,First,0.0,42.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,10.0,41.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,36.0,215.0,4134.0,276.0,45.0,0.0,431.0,0.7593575790524483,765.0,765.0,372681,311.694696,-957.1891409999998
576,New York,0-24,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1108.0,0.0,0.0,0.0,11.0,0.0038711746613262223,94.31974132331663,110.74488362052861,52032888,373.511691,-671.588181
578,New York,25-34,First,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,60.0,1507.0,45.0,19.0,0.0,80.0,0.008402573782950638,267.1980191930855,265.0508595439629,25721721,373.511691,-671.588181
580,New York,35-44,First,40.0,42.0,0.0,31.0,0.0,0.0,0.0,24.0,0.0,11.0,71.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,53.0,14.0,0.0,171.0,2136.0,117.0,71.0,0.0,224.0,0.01353961969725788,358.33197108112023,354.34596079330356,21828618,373.511691,-671.588181
582,New York,45-54,First,164.0,139.0,0.0,144.0,0.0,0.0,0.0,55.0,0.0,47.0,255.0,0.0,0.0,0.0,42.0,12.0,0.0,37.0,0.0,161.0,37.0,0.0,505.0,4157.0,450.0,258.0,0.0,719.0,0.02878449673298747,453.0488781345058,446.8014260440028,22235499,373.511691,-671.588181
584,New York,55-64,First,384.0,383.0,0.0,376.0,26.0,38.0,63.0,182.0,29.0,154.0,667.0,0.0,74.0,42.0,42.0,45.0,19.0,109.0,24.0,480.0,102.0,0.0,1387.0,10227.0,1288.0,687.0,34.0,2010.0,0.06522333864122629,539.6391681712873,534.410997910327,23373513,373.511691,-671.588181
586,New York,65-74,First,577.0,757.0,0.0,655.0,73.0,51.0,167.0,288.0,61.0,316.0,1072.0,10.0,160.0,97.0,26.0,110.0,41.0,206.0,47.0,826.0,187.0,81.0,2347.0,16383.0,2255.0,1162.0,42.0,3475.0,0.14457001732662322,628.1017769764925,621.995349804992,16739298,373.511691,-671.588181
588,New York,75-84,First,572.0,902.0,59.0,790.0,158.0,115.0,205.0,295.0,130.0,426.0,1414.0,21.0,311.0,118.0,15.0,108.0,51.0,187.0,85.0,1046.0,187.0,290.0,3009.0,21309.0,3038.0,1490.0,52.0,4615.0,0.3978195196017622,718.2563122065194,710.0021870003063,8786007,373.511691,-671.588181
590,New York,85+,First,582.0,1175.0,143.0,1036.0,286.0,127.0,271.0,267.0,278.0,638.0,1812.0,31.0,519.0,99.0,0.0,177.0,77.0,195.0,113.0,1219.0,179.0,794.0,4218.0,32182.0,4380.0,1897.0,85.0,6777.0,0.7141662463545799,765.0,765.0,4140009,373.511691,-671.588181
594,North Carolina,0-24,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1829.0,0.0,0.0,0.0,0.0,0.00603120093117468,98.63300785605938,110.29961531744397,29219157,319.88767499999994,-716.924088
596,North Carolina,25-34,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1977.0,10.0,0.0,0.0,47.0,0.013303925294894728,268.21133020022114,264.78315098040497,12430017,319.88767499999994,-716.924088
598,North Carolina,35-44,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,2600.0,80.0,0.0,0.0,166.0,0.019345261319540438,358.14080379418976,355.2929849034763,11600154,319.88767499999994,-716.924088
600,North Carolina,45-54,First,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,220.0,4931.0,276.0,85.0,12.0,428.0,0.037731678597629076,452.50207994045905,445.70262304983265,12248757,319.88767499999994,-716.924088
602,North Carolina,55-64,First,71.0,172.0,0.0,50.0,0.0,0.0,0.0,60.0,0.0,49.0,196.0,0.0,10.0,0.0,0.0,0.0,0.0,66.0,0.0,181.0,42.0,0.0,456.0,10710.0,743.0,208.0,57.0,1045.0,0.08775984216481447,539.784315203992,534.5769678938523,12257559,319.88767499999994,-716.924088
604,North Carolina,65-74,First,117.0,370.0,0.0,113.0,42.0,38.0,55.0,144.0,47.0,125.0,400.0,0.0,47.0,23.0,24.0,52.0,10.0,119.0,0.0,373.0,119.0,35.0,897.0,16425.0,1389.0,420.0,56.0,1934.0,0.1787138038314879,628.1830582963082,622.2860140581821,9418572,319.88767499999994,-716.924088
606,North Carolina,75-84,First,66.0,425.0,11.0,88.0,44.0,31.0,108.0,137.0,96.0,107.0,424.0,0.0,91.0,35.0,0.0,64.0,30.0,138.0,0.0,415.0,89.0,158.0,1104.0,19650.0,1677.0,462.0,47.0,2368.0,0.4783031154423951,716.5215607123373,708.7142405161571,4636728,319.88767499999994,-716.924088
608,North Carolina,85+,First,0.0,400.0,83.0,35.0,82.0,34.0,75.0,84.0,132.0,145.0,432.0,0.0,107.0,0.0,0.0,30.0,0.0,108.0,0.0,343.0,67.0,323.0,1193.0,21285.0,1675.0,459.0,37.0,2462.0,0.825876496732235,765.0,765.0,1704546,319.88767499999994,-716.924088
612,North Dakota,0-24,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.004729606357868761,91.32814858596956,109.31497337511294,2340855,426.136212,-893.7855360000001
614,North Dakota,25-34,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,0.01120983780710958,262.3643883258189,264.4681089413262,1004247,426.136212,-893.7855360000001
616,North Dakota,35-44,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,0.0,0.0,0.0,0.0,0.018481871334370223,355.3944121549021,352.92951281883165,823554,426.136212,-893.7855360000001
618,North Dakota,45-54,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,0.0,0.0,0.0,0.0,0.03332436473574489,452.5097778099294,446.1538688377459,701955,426.136212,-893.7855360000001
620,North Dakota,55-64,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,667.0,10.0,0.0,0.0,26.0,0.07061599697917699,540.7325281565709,535.535525180316,844767,426.136212,-893.7855360000001
622,North Dakota,65-74,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,992.0,81.0,0.0,0.0,110.0,0.16063150567933915,627.6623258540374,620.7592853714149,599976,426.136212,-893.7855360000001
624,North Dakota,75-84,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,1330.0,126.0,11.0,0.0,171.0,0.4167542438954115,718.384021319251,711.1340782122905,309312,426.136212,-893.7855360000001
626,North Dakota,85+,First,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,11.0,112.0,2014.0,176.0,28.0,0.0,265.0,0.7179097384214401,765.0,765.0,169317,426.136212,-893.7855360000001
630,Ohio,0-24,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,0.0,0.0,0.0,0.0,0.006264951942139306,97.38923491480206,110.18596923232586,32733576,364.09671900000006,-744.960051
632,Ohio,25-34,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2357.0,0.0,0.0,0.0,40.0,0.015279409533832222,268.204163297734,264.78484148740614,13953150,364.09671900000006,-744.960051
634,Ohio,35-44,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,3114.0,92.0,0.0,0.0,144.0,0.023164397967047987,357.214924380094,354.6806268988546,12557241,364.09671900000006,-744.960051
636,Ohio,45-54,First,10.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,138.0,5618.0,292.0,42.0,13.0,396.0,0.04231120306067168,451.8268102076509,446.38120562473733,13020768,364.09671900000006,-744.960051
638,Ohio,55-64,First,111.0,210.0,0.0,44.0,0.0,0.0,11.0,12.0,0.0,10.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,179.0,39.0,0.0,473.0,13272.0,862.0,220.0,49.0,1166.0,0.09151264233514667,540.459655126411,535.2502938416035,14441454,364.09671900000006,-744.960051
640,Ohio,65-74,First,173.0,401.0,0.0,87.0,11.0,52.0,105.0,134.0,50.0,112.0,399.0,0.0,69.0,35.0,0.0,16.0,0.0,84.0,0.0,409.0,128.0,28.0,1005.0,19893.0,1458.0,441.0,65.0,2085.0,0.19337814627215266,627.2020375183528,621.5253594093048,10703187,364.09671900000006,-744.960051
642,Ohio,75-84,First,219.0,532.0,65.0,98.0,75.0,88.0,146.0,165.0,90.0,179.0,567.0,0.0,160.0,22.0,0.0,74.0,26.0,100.0,0.0,596.0,131.0,215.0,1464.0,24046.0,1852.0,626.0,50.0,2753.0,0.49364483132958403,717.2773228533159,709.8372300496833,5407245,364.09671900000006,-744.960051
644,Ohio,85+,First,162.0,535.0,160.0,88.0,104.0,80.0,119.0,129.0,154.0,255.0,656.0,0.0,168.0,12.0,0.0,75.0,65.0,112.0,12.0,598.0,79.0,377.0,1813.0,29873.0,1995.0,693.0,54.0,3176.0,0.8315287828445435,765.0,765.0,2306448,364.09671900000006,-744.960051
648,Oklahoma,0-24,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604.0,0.0,0.0,0.0,0.0,0.006341703879588748,92.59588850538363,108.77253764104779,11923353,320.386176,-871.5310739999999
650,Oklahoma,25-34,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,667.0,0.0,0.0,0.0,0.0,0.013418097503017631,267.8219607951692,264.9956744663,4827150,320.386176,-871.5310739999999
652,Oklahoma,35-44,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1072.0,21.0,0.0,0.0,40.0,0.022793136653490365,358.27474507624464,353.9862349716614,4452588,320.386176,-871.5310739999999
654,Oklahoma,45-54,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,1910.0,129.0,0.0,0.0,191.0,0.05121374479494989,451.8853787007554,445.51601876142786,4075596,320.386176,-871.5310739999999
656,Oklahoma,55-64,First,0.0,21.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,53.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,177.0,4641.0,415.0,47.0,22.0,553.0,0.11202995292842388,539.8016012246011,534.9121834321206,4442886,320.386176,-871.5310739999999
658,Oklahoma,65-74,First,10.0,131.0,0.0,0.0,0.0,0.0,42.0,120.0,0.0,148.0,95.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,26.0,0.0,342.0,6948.0,729.0,124.0,14.0,968.0,0.22239366229623558,627.3463577528089,621.9910637141693,3312450,320.386176,-871.5310739999999
660,Oklahoma,75-84,First,11.0,162.0,10.0,0.0,22.0,11.0,39.0,67.0,17.0,124.0,131.0,0.0,35.0,11.0,0.0,0.0,0.0,10.0,0.0,86.0,31.0,34.0,370.0,7863.0,807.0,148.0,11.0,1058.0,0.5310795441269875,716.1868828124002,709.2965596960382,1736271,320.386176,-871.5310739999999
662,Oklahoma,85+,First,0.0,142.0,21.0,0.0,27.0,0.0,14.0,10.0,24.0,120.0,112.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,87.0,359.0,8000.0,708.0,133.0,13.0,950.0,0.8753136992454529,765.0,765.0,667467,320.386176,-871.5310739999999
666,Oregon,0-24,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415.0,0.0,0.0,0.0,0.0,0.004322454973880667,108.59743763458992,110.97800298077141,11062908,402.689187,-1103.2669259999998
668,Oregon,25-34,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556.0,0.0,0.0,0.0,0.0,0.008936692489078267,268.1158514517168,265.59054003193336,5428179,402.689187,-1103.2669259999998
670,Oregon,35-44,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,753.0,0.0,0.0,0.0,0.0,0.01318796679843217,359.0087226595164,354.3382731005727,5111172,402.689187,-1103.2669259999998
672,Oregon,45-54,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1506.0,12.0,0.0,0.0,36.0,0.031796532799489796,451.699055941388,445.1110174128427,4589199,402.689187,-1103.2669259999998
674,Oregon,55-64,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,3521.0,165.0,0.0,0.0,224.0,0.07372643197886647,541.057764508138,535.9256052666735,4850424,402.689187,-1103.2669259999998
676,Oregon,65-74,First,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,6018.0,313.0,22.0,0.0,392.0,0.15152375819161534,627.5161277620805,621.885203982798,4181382,402.689187,-1103.2669259999998
678,Oregon,75-84,First,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,145.0,7264.0,388.0,35.0,11.0,506.0,0.4276448272168636,716.2850175389366,708.1794103547459,1952496,402.689187,-1103.2669259999998
680,Oregon,85+,First,0.0,59.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,28.0,203.0,9050.0,421.0,23.0,0.0,591.0,0.7427860200405121,765.0,765.0,760842,402.689187,-1103.2669259999998
684,Pennsylvania,0-24,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1719.0,0.0,0.0,0.0,0.0,0.00560314899397781,104.88927600839126,111.51693762631717,33985872,364.1108039999999,-693.08712
686,Pennsylvania,25-34,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2305.0,12.0,0.0,0.0,39.0,0.01494654865236953,267.9856074123543,265.35953542030546,15360723,364.1108039999999,-693.08712
688,Pennsylvania,35-44,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,43.0,2922.0,72.0,21.0,0.0,137.0,0.019766909815371034,356.22141241160887,354.3459685006238,13603698,364.1108039999999,-693.08712
690,Pennsylvania,45-54,First,36.0,99.0,0.0,12.0,0.0,0.0,0.0,32.0,0.0,34.0,100.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,86.0,29.0,0.0,263.0,5397.0,280.0,103.0,0.0,452.0,0.03547053637448699,452.98781024386835,446.93342282816997,14427648,364.1108039999999,-693.08712
692,Pennsylvania,55-64,First,113.0,311.0,0.0,38.0,26.0,49.0,59.0,110.0,24.0,82.0,280.0,0.0,47.0,0.0,37.0,39.0,0.0,42.0,0.0,327.0,68.0,23.0,761.0,13082.0,853.0,307.0,55.0,1355.0,0.0794199310708791,540.1413081719642,535.2335669357304,16242984,364.1108039999999,-693.08712
