,Adult respiratory distress syndrome,All other conditions and causes (residual),Alzheimer disease,Cardiac arrest,Cardiac arrhythmia,Cerebrovascular diseases,Chronic lower respiratory diseases,Diabetes,Heart failure,Hypertensive diseases,Influenza and pneumonia,"Intentional and unintentional injury, poisoning, and other adverse events",Ischemic heart disease,Malignant neoplasms,Obesity,Other diseases of the circulatory system,Other diseases of the respiratory system,Renal failure,Respiratory arrest,Respiratory failure,Sepsis,Vascular and unspecified dementia,COVID-19 Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Tables Death Rate,Average Age of Death,Average Age,LATITUDE,LONGITUDE
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007739938080495356,0.0,0.0,0.0,0.008513931888544891,0.006159414149879012,110.97224815001177,110.96650317949036,300.314394,-1006.7787900000002
38,0.0,0.009236453201970444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019088669950738917,0.0,0.0,0.0,0.006157635467980296,0.0,0.0,0.0,0.0,0.010467980295566502,0.0,0.0,0.0437192118226601,0.03571428571428571,0.019088669950738917,0.0,0.06588669950738917,0.013277041388209912,266.7332965235569,264.52964735009704,300.314394,-1006.7787900000002
40,0.007511266900350526,0.019529293940911366,0.0,0.005508262393590386,0.0,0.0,0.0,0.006509764646970456,0.0,0.0,0.03455182774161242,0.0,0.0,0.0,0.017526289434151226,0.0,0.005007511266900351,0.0,0.0,0.02303455182774161,0.0,0.0,0.08612919379068602,0.05257886830245368,0.035553329994992486,0.0,0.10916374561842764,0.017626708815805612,356.9834683823941,354.5840541948932,300.314394,-1006.7787900000002
42,0.01794949802251293,0.03589899604502586,0.0,0.008214177061149984,0.0,0.0,0.0,0.017645269242470337,0.0,0.005780346820809248,0.06054152722847581,0.0,0.0030422878004259203,0.0,0.008822634621235169,0.0,0.0030422878004259203,0.006693033160937024,0.0,0.04533008822634621,0.008214177061149984,0.0,0.1143900212960146,0.10495892911469425,0.06054152722847581,0.0,0.15972010952236082,0.03683648756705224,451.29890883973167,445.3713642354235,300.314394,-1006.7787900000002
44,0.020492938244253668,0.04084741068955968,0.0,0.009277208529493215,0.002215452783162559,0.0013846579894765993,0.001938521185267239,0.01980060924951537,0.0030462475768485184,0.010938798116865133,0.06244807532539463,0.0,0.003877042370534478,0.0015231237884242592,0.008031016338964275,0.004430905566325118,0.003323179174743838,0.006507892550540017,0.0,0.051647743007477154,0.009415674328440876,0.0,0.11340348933813348,0.1192190528939352,0.06507892550540016,0.001800055386319579,0.1700360011077264,0.07743623969145119,539.6601754142836,535.161520408476,300.314394,-1006.7787900000002
46,0.016777933942375263,0.0373330990864371,0.0,0.009223471539002109,0.0033380182712579058,0.001932536893886156,0.007027406886858749,0.015811665495432184,0.003162333099086437,0.011595221363316937,0.059469430780042166,0.0,0.005182712579058327,0.0014933239634574841,0.0029866479269149682,0.004216444132115249,0.0029866479269149682,0.01089248067463106,0.000966268446943078,0.04646872803935348,0.008520730850316233,0.0008784258608573436,0.10339072382290934,0.12069571328179901,0.06342234715390022,0.0030744905130007027,0.1636507378777231,0.15037505188956857,629.1620780306836,623.3348667485258,300.314394,-1006.7787900000002
48,0.012623413258110014,0.03314527503526093,0.0028913963328631876,0.010578279266572637,0.005500705218617771,0.002538787023977433,0.008603667136812413,0.012411847672778562,0.004301833568406206,0.015514809590973202,0.05035260930888576,0.0,0.008603667136812413,0.0026798307475317347,0.0007757404795486601,0.004724964739069111,0.0019746121297602257,0.006276445698166431,0.0014104372355430183,0.04181946403385049,0.0037376586741889985,0.00923836389280677,0.09520451339915374,0.11382228490832158,0.05585331452750353,0.0007052186177715092,0.15521861777150917,0.4235630013048648,717.1140499970772,708.6818045851501,300.314394,-1006.7787900000002
50,0.008023340627279359,0.02539619388634706,0.0086201180293084,0.005967774020290432,0.004111133213977853,0.0008620118029308402,0.006166699820966779,0.006630860022544924,0.005768848219614084,0.011206153438100922,0.0346130893176845,0.0,0.007095020224123069,0.0007293946024799417,0.0,0.0025197268085670713,0.0013261720045089848,0.003912207413301505,0.0015250978051853325,0.03215967110934288,0.0011272462038326371,0.012797559843511703,0.07671905046084478,0.08679795769511306,0.03713281612625158,0.0,0.12810821563556793,0.7772554904222488,765.0,765.0,300.314394,-1006.7787900000002
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007284121342236176,95.65050423622273,109.24230060098108,316.28322000000003,-833.8971870000001
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01415398365352303,269.1486915652305,264.7954470563783,316.28322000000003,-833.8971870000001
