,Adult respiratory distress syndrome,All other conditions and causes (residual),Alzheimer disease,Cardiac arrest,Cardiac arrhythmia,Cerebrovascular diseases,Chronic lower respiratory diseases,Diabetes,Heart failure,Hypertensive diseases,Influenza and pneumonia,"Intentional and unintentional injury, poisoning, and other adverse events",Ischemic heart disease,Malignant neoplasms,Obesity,Other diseases of the circulatory system,Other diseases of the respiratory system,Renal failure,Respiratory arrest,Respiratory failure,Sepsis,Vascular and unspecified dementia,COVID-19 Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Tables Death Rate,Average Age of Death,Average Age,LATITUDE,LONGITUDE
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010834236186348862,0.011917659804983749,0.0,0.0,0.0628385698808234,0.02407147830817849,357.57623616537836,354.6693525008331,316.28322000000003,-833.8971870000001
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006024096385542169,0.0,0.0,0.04216867469879518,0.058433734939759036,0.006024096385542169,0.0,0.09698795180722891,0.05004326314665378,451.99974576430407,445.76807710090833,316.28322000000003,-833.8971870000001
62,0.006448284756254836,0.012896569512509672,0.0,0.0,0.0,0.0,0.0,0.0067062161465050295,0.0,0.0025793139025019345,0.02166623678101625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020376579829765283,0.0,0.0,0.0474593758060356,0.08434356461181326,0.022697962342017024,0.0025793139025019345,0.11529533144183647,0.10907434802502392,540.2940292554302,534.7798885373836,316.28322000000003,-833.8971870000001
64,0.004463519313304721,0.014420600858369098,0.0,0.005665236051502146,0.0,0.0,0.003776824034334764,0.010128755364806867,0.0,0.008068669527896996,0.019914163090128754,0.0,0.001888412017167382,0.0,0.0,0.0,0.0,0.0017167381974248926,0.0,0.017167381974248927,0.001888412017167382,0.0,0.0463519313304721,0.08085836909871244,0.02128755364806867,0.001888412017167382,0.11124463519313305,0.21201106589287522,627.868856669673,622.4881864022269,316.28322000000003,-833.8971870000001
66,0.008368837492391966,0.017498478393183203,0.0016737674984783932,0.0053256238587948874,0.0,0.0,0.003804017041996348,0.006086427267194157,0.0,0.01125989044430919,0.02556299452221546,0.0,0.005173463177115033,0.0,0.0,0.0,0.0,0.002130249543517955,0.0,0.018259281801582473,0.0036518563603164943,0.004564820450395618,0.05919050517346318,0.09479610468654899,0.027693244065733414,0.0,0.12720632988435787,0.5235400825738907,716.3083028414815,709.1346088208463,316.28322000000003,-833.8971870000001
68,0.006466512702078522,0.01816782140107775,0.0044649730561970745,0.0044649730561970745,0.0029253271747498076,0.0,0.002617397998460354,0.0020015396458814474,0.004926866820631255,0.011547344110854504,0.02201693610469592,0.0,0.003233256351039261,0.0,0.0,0.0,0.0,0.003541185527328714,0.0,0.019399538106235566,0.001539645881447267,0.009699769053117783,0.06558891454965358,0.08622016936104696,0.023248652809853734,0.0,0.12933025404157045,0.8607442751526833,765.0,765.0,316.28322000000003,-833.8971870000001
72,0.0,0.0021244954323348204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007435734013171872,0.00934777990227321,0.0,0.0,0.022094752496282132,0.0040693450957769535,102.57340665542975,109.87030664676546,319.172355,-1073.928231
74,0.0,0.009931947765311753,0.0,0.004598123965422108,0.0,0.0,0.0,0.0,0.0,0.0,0.011955122310097481,0.0,0.0,0.0,0.005149898841272761,0.0,0.0,0.0,0.0,0.008828398013610447,0.0020231745447857274,0.0,0.034393967261357364,0.044509839985286,0.012139047268714365,0.005701673717123414,0.06933970939856539,0.007993379904655741,267.93490509648115,265.15653297864424,319.172355,-1073.928231
76,0.010659829982458508,0.020240183510997167,0.0,0.017676426932937524,0.0,0.0,0.0,0.012548913776818243,0.0,0.005802185939819187,0.03292403184455539,0.0,0.0,0.0,0.009580353528538659,0.0017541492376197544,0.0,0.004048036702199434,0.0,0.02685197679125624,0.007556335177438942,0.0,0.06476858723519094,0.07448387532046957,0.033598704628255295,0.0048576440426393195,0.11051140197004453,0.012763631273992361,357.55411819619155,354.2324144014808,319.172355,-1073.928231
78,0.015488867376573089,0.029190557748156973,0.0,0.025392806612554917,0.0,0.0,0.0,0.024126889567354235,0.0017871770049892024,0.01429741603991362,0.04773251917491995,0.0007446570854121677,0.0034254225928959715,0.0010425199195770347,0.012286841909300766,0.004467942512473006,0.0015637798793655521,0.012286841909300766,0.0,0.04028594832079827,0.016978181547397424,0.0,0.08727381041030606,0.09896492665127708,0.048775039094496986,0.0051381338893439574,0.14282522898205377,0.027476873947307467,452.1266708442966,445.51773559679316,319.172355,-1073.928231
80,0.014560141189247896,0.028780885147977192,0.0,0.025760249796361663,0.0027151778441487917,0.0031563942438229704,0.00322427368992669,0.022026880260657074,0.0031563942438229704,0.014560141189247896,0.047888949226174315,0.0008484930762964974,0.00641460765680152,0.0031224545207711105,0.005769752918816182,0.004446103719793646,0.0031224545207711105,0.0132025522671735,0.0014594080912299755,0.04106706489275048,0.01669834374151507,0.0,0.0847135487374423,0.10687618789030681,0.04955199565571545,0.004819440673364105,0.14709475970676078,0.0650145672261715,539.8598144430001,534.1854095265793,319.172355,-1073.928231
82,0.011522882815773546,0.029773266911867404,0.0004655710228595372,0.024884771171842266,0.005167838353740863,0.004306531961450719,0.00637832301317566,0.022370687648400764,0.0043298105125936966,0.017831370175520275,0.046463988081381816,0.0003026211648586992,0.00838027841147167,0.0036547325294473674,0.003794403836305228,0.004190139205735835,0.003165882955444853,0.011685832673774384,0.002025233949438987,0.04197122771078728,0.016504492760370595,0.0023976907677266167,0.08305787047814144,0.11473997858373294,0.04932724987196797,0.0033986684668746215,0.15205549606592486,0.14009147677570583,627.6824593474046,621.852765991372,319.172355,-1073.928231
84,0.0068165281660475625,0.024815226132577643,0.004327346532378509,0.021368666947497415,0.005801707961551717,0.004863477961168767,0.006165511431087964,0.01547122123080458,0.005150691226592119,0.01514571286332478,0.03854402021981389,0.0003829510205644698,0.008539807758587677,0.0031784934706850995,0.0013594761230038678,0.003465706736108452,0.002508329184697277,0.008903611228123923,0.0021636732661892543,0.03505916593267721,0.010454562861410025,0.006701642859878221,0.0731244973767855,0.11207061616819208,0.04185654654769655,0.0030444606134875348,0.14642132271282504,0.3869068164378404,718.0340159479049,709.6235164689215,319.172355,-1073.928231
86,0.002480267485200614,0.018745889059416796,0.008413725060293795,0.01823887305415479,0.005508660381495286,0.0036039245779434337,0.004467222100416575,0.008304099978074984,0.005769019951764964,0.013744244683183512,0.029543959657969743,0.0002877658408243806,0.007687458890594168,0.001945845209383907,0.0,0.003110611707958781,0.0016854856391142294,0.005289410217057663,0.003014689761017321,0.025433019074764307,0.006933786450339837,0.010044398158298619,0.061664108748081564,0.09515457136592853,0.031256851567638674,0.002123985967989476,0.127768033326025,0.6913251578807831,765.0,765.0,319.172355,-1073.928231
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005230669111479074,106.96817768039122,110.45273372345983,355.62078,-946.8725039999997
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010459643905051053,268.5743901021764,265.5728071015458,355.62078,-946.8725039999997
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008221225710014948,0.01569506726457399,0.0,0.0,0.04035874439461883,0.015455749793909491,356.97097362195774,353.8278265551282,355.62078,-946.8725039999997
96,0.01055662188099808,0.01055662188099808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01199616122840691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03598848368522073,0.05710172744721689,0.01199616122840691,0.0,0.095489443378119,0.029423647862859073,450.8591403791676,444.9175255098784,355.62078,-946.8725039999997
98,0.015434985968194575,0.020112254443405052,0.0,0.0,0.0,0.0,0.0023386342376052385,0.003975678203928906,0.0,0.00304022450888681,0.019878391019644528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009822263797942002,0.0,0.0,0.04420018709073901,0.07273152478952292,0.020813844714686624,0.004911131898971001,0.10219831618334893,0.06383924712426961,539.6264978140839,534.8956627611271,355.62078,-946.8725039999997
100,0.017926131973419874,0.03245248029670839,0.0,0.0016998918250656777,0.0016998918250656777,0.0018544274455261937,0.005563282336578581,0.009117601607170452,0.0,0.00803585226394684,0.024262092412301036,0.0,0.0023180343069077423,0.0016998918250656777,0.0016998918250656777,0.003245248029670839,0.0016998918250656777,0.0035543192705918716,0.0,0.01962602379848555,0.0023180343069077423,0.0033997836501313554,0.05995982073868027,0.08499459125328389,0.029825374748879616,0.0,0.11651985782722918,0.13609639182686806,627.7906293475423,621.2201861218736,355.62078,-946.8725039999997
102,0.017297437898296266,0.03719599427753934,0.004812069189751593,0.0013005592404734035,0.0029912862530888282,0.0015606710885680843,0.006632852126414358,0.006112628430224996,0.005072181037846274,0.009754194303550527,0.03498504356873455,0.0,0.0046820132657042525,0.002080894784757446,0.0,0.0029912862530888282,0.0015606710885680843,0.00351150994927819,0.0,0.026011184809468072,0.002210950708804786,0.011705033164260631,0.07322148523865261,0.0970217193393159,0.03901677721420211,0.0,0.13265704252828717,0.4062124935910105,717.1673672854388,708.5262111477687,355.62078,-946.8725039999997
104,0.011976650563607085,0.030797101449275364,0.005837359098228663,0.0018115942028985507,0.006139291465378422,0.00322061191626409,0.005434782608695652,0.005132850241545894,0.007045088566827697,0.014895330112721417,0.03291062801932367,0.0,0.005837359098228663,0.0018115942028985507,0.0,0.00322061191626409,0.0015096618357487923,0.005636070853462158,0.0,0.02465780998389694,0.002616747181964573,0.021739130434782608,0.07377214170692431,0.08071658615136876,0.03542673107890499,0.002616747181964573,0.12238325281803543,0.7452486902475357,765.0,765.0,355.62078,-946.8725039999997
108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00399715782754356,111.11735073266965,114.75950370701507,373.47300900000005,-655.8330780000001
110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02111324376199616,0.0,0.0,0.0,0.02111324376199616,0.011231447244063018,268.3970841771263,265.36816522725485,373.47300900000005,-655.8330780000001
112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019310344827586208,0.0,0.0,0.0,0.023448275862068966,0.016140728769823906,358.74338528686957,354.81404861645973,373.47300900000005,-655.8330780000001
114,0.0,0.029585798816568046,0.0,0.008875739644970414,0.0,0.0,0.0,0.011094674556213017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022928994082840236,0.0,0.0,0.06656804733727811,0.019970414201183433,0.0,0.0,0.08357988165680473,0.029162332182750106,452.24792489634297,447.47903618704714,373.47300900000005,-655.8330780000001
116,0.0069907848744836356,0.038449316809659996,0.0,0.01747696218620909,0.0,0.0031776294884016524,0.009850651414045123,0.01811248808388942,0.0076263107721639654,0.014934858595487766,0.02129011757229107,0.0,0.0076263107721639654,0.0034953924372418178,0.0069907848744836356,0.0034953924372418178,0.009850651414045123,0.009850651414045123,0.0,0.037813790911979665,0.014299332697807437,0.0,0.11375913568477916,0.05910390848427073,0.022243406418811566,0.0,0.16237686685732444,0.06153288600035012,539.7429141179595,534.2441691288606,373.47300900000005,-655.8330780000001
118,0.014557910511667736,0.06080068507814172,0.0,0.0149860843502462,0.008349389852280027,0.00599443374009848,0.018625561978163133,0.024405908798972382,0.011132519803040034,0.021408691928923144,0.033611646328409336,0.0,0.011346606722329266,0.00899165061014772,0.002569043031470777,0.010704345964461572,0.010918432883750802,0.01049025904517234,0.005352172982230786,0.06015842432027403,0.012845215157353885,0.013059302076643117,0.1620637979019482,0.09098694069792336,0.036822950117747805,0.0,0.22029543994861914,0.1353232081979513,628.4929630240273,622.0034153489466,373.47300900000005,-655.8330780000001
120,0.007270524083611027,0.053317176613147534,0.0051499545592244775,0.018327779460769463,0.01090578612541654,0.0053014238109663735,0.01969100272644653,0.02059981823689791,0.015146925174189639,0.023629203271735837,0.033626173886701,0.0,0.012874886398061194,0.005907300817933959,0.0,0.012117540139351712,0.017418963950318084,0.010451378370190851,0.0037867312935474097,0.06619206301120872,0.008633747349288094,0.03074825810360497,0.17918812481066343,0.08694335049984853,0.039987882459860645,0.0016661617691608604,0.22993032414419873,0.39361876621842384,717.8479718174741,709.272446868535,373.47300900000005,-655.8330780000001
122,0.006022421940146391,0.04530714351894746,0.007690169554340777,0.017604002594274068,0.011025664782729547,0.005095895487816177,0.014361160011118318,0.012415454461224868,0.01695543407764292,0.02520151950338182,0.033354952283887705,0.0019457055498934494,0.016399518206244787,0.004354674325952006,0.0,0.008431390716204948,0.018808486982303346,0.007782822199573798,0.005188548133049199,0.05716668210877421,0.0056518113592143055,0.044565922357083294,0.18910404892059668,0.08301677012878718,0.03604187899564532,0.0010191790975632355,0.2372834244417678,0.706667996942997,765.0,765.0,373.47300900000005,-655.8330780000001
126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006163668785593471,102.16902982856244,109.24373247813168,354.230514,-680.0115149999999
128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016359568736515936,266.56977088916557,265.34918606110034,354.230514,-680.0115149999999
130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02349376296624542,354.7568790002115,354.17939392861587,354.230514,-680.0115149999999
132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0589622641509434,0.0,0.0,0.0,0.06367924528301887,0.04002055528108031,455.13131202405145,447.3711374068304,354.230514,-680.0115149999999
134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02358974358974359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010256410256410256,0.0,0.0,0.04717948717948718,0.027692307692307693,0.02358974358974359,0.0,0.052307692307692305,0.07697823070921005,537.8121068779011,535.3399485883583,354.230514,-680.0115149999999
136,0.0,0.022783251231527094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023399014778325122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01539408866995074,0.0,0.0,0.06527093596059114,0.0874384236453202,0.02401477832512315,0.0,0.1330049261083744,0.1575732576660812,628.7017032353684,622.4666926580306,354.230514,-680.0115149999999
138,0.0,0.016153457849570924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01867743563856638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013124684502776375,0.0,0.0,0.06562342251388188,0.06663301362948006,0.019182231196365473,0.0,0.11408379606259465,0.45200974736362687,716.4350122241195,708.2730938810624,354.230514,-680.0115149999999
140,0.0,0.01964061847053907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0221479314667781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012954450480568324,0.0,0.0,0.07647304638529043,0.05641454241537819,0.0221479314667781,0.0,0.12076890931884664,0.8278881534934044,765.0,765.0,354.230514,-680.0115149999999
144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006175738626625389,94.13755500821371,110.77018652181091,350.19243000000006,-693.130212
146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008475622435798868,263.33878548872866,265.47360574268356,350.19243000000006,-693.130212
148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017712306382600216,356.43641173745647,350.55862113796974,350.19243000000006,-693.130212
150,0.12008733624454149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021834061135371178,0.12008733624454149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12663755458515283,0.14192139737991266,0.12663755458515283,0.0,0.14192139737991266,0.04779576519504189,451.3548192077198,444.87904537323135,350.19243000000006,-693.130212
152,0.09177820267686425,0.022944550669216062,0.0,0.0,0.0,0.0,0.0,0.05066921606118547,0.0,0.0745697896749522,0.0994263862332696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12619502868068833,0.16252390057361377,0.10516252390057361,0.0,0.17590822179732313,0.1155843517743051,539.5334688891116,534.1920020617671,350.19243000000006,-693.130212
154,0.13560666137985725,0.03330689928628073,0.0,0.0,0.0,0.0,0.011102299762093577,0.0689928628072958,0.0,0.0943695479777954,0.12371134020618557,0.0,0.0,0.00951625693893735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14195083267248215,0.22997620935765264,0.1387787470261697,0.0,0.23790642347343377,0.18220952432602644,625.4481647530669,621.470260260061,350.19243000000006,-693.130212
156,0.13841524573721165,0.025075225677031094,0.0,0.0,0.0,0.0,0.0,0.055165496489468405,0.0,0.09528585757271815,0.12637913741223672,0.0,0.0,0.011033099297893681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011033099297893681,0.14142427281845538,0.20962888665997995,0.13941825476429287,0.0,0.2156469408224674,0.3970228549093009,716.7329583469452,709.4537014709427,350.19243000000006,-693.130212
158,0.11744386873920552,0.0,0.0,0.0,0.0,0.0,0.0,0.03540587219343696,0.0,0.08031088082901554,0.11053540587219343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023316062176165803,0.11917098445595854,0.16234887737478412,0.11744386873920552,0.0,0.16753022452504318,0.6693319827318192,765.0,765.0,350.19243000000006,-693.130212
162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007022023619533993,0.0,0.0,0.0,0.011809766996488988,0.005680820491688792,100.16051041920593,109.93264209967474,250.40453399999996,-734.7118859999999
164,0.0,0.006647168306301516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011964902951342728,0.0,0.0,0.0,0.0029247540547726668,0.0,0.0,0.0,0.0,0.0029247540547726668,0.0,0.0,0.02260037224142515,0.04041478330231321,0.011699016219090667,0.0,0.05636798723743685,0.012675760115962477,268.77965883734583,265.36445862406714,250.40453399999996,-734.7118859999999
166,0.003911342894393742,0.01061650214192587,0.0,0.0,0.0,0.0,0.002793816353138387,0.009498975600670517,0.0,0.01098901098901099,0.02588936487241572,0.0,0.0,0.0,0.014527845036319613,0.0,0.0,0.0,0.0,0.005028869435649097,0.0,0.0,0.05066120320357608,0.05997392438070404,0.026820636990128516,0.0022350530825107095,0.0884708511827156,0.018794500501826406,357.63327246521675,354.9037962525824,250.40453399999996,-734.7118859999999
168,0.009326974032856386,0.024271330153683095,0.0,0.0034976152623211448,0.0,0.0011658717541070483,0.004451510333863275,0.024059353471118178,0.0,0.028192898781134075,0.036036036036036036,0.0,0.005193428722840488,0.001377848436671966,0.0178060413354531,0.0018018018018018018,0.0,0.0022257551669316376,0.0,0.012082670906200318,0.003285638579756227,0.0,0.07037625861155274,0.0830948595654478,0.03868574456809751,0.004557498675145734,0.1199788023317435,0.03583957313094288,452.42240003393044,446.2726020669667,250.40453399999996,-734.7118859999999
170,0.009570868945868945,0.026175213675213676,0.0,0.0029825498575498577,0.002448361823361823,0.002849002849002849,0.010772792022792023,0.02853454415954416,0.0023148148148148147,0.037259615384615384,0.0405982905982906,0.0006677350427350427,0.01193019943019943,0.003961894586894587,0.013621794871794872,0.003116096866096866,0.002225783475783476,0.002670940170940171,0.0,0.013265669515669517,0.004985754985754986,0.0009793447293447294,0.0791488603988604,0.09775641025641026,0.04531695156695157,0.003160612535612536,0.1349269943019943,0.08179472582414747,539.8242887545355,534.7714910057551,250.40453399999996,-734.7118859999999
172,0.011014657748683649,0.03227550875195674,0.0004269247189412267,0.003500782695318059,0.0060054077131065885,0.006517717375836061,0.01724775864522556,0.03611783122242778,0.003956169062188701,0.048356339832076274,0.046449409420805464,0.0010815426213177744,0.022200085384943787,0.005834637825530098,0.010160808310801196,0.005293866514871211,0.0029030880888003415,0.004411555429059343,0.0,0.01608083108011954,0.005407713106588871,0.00768464494094208,0.09540344385939946,0.11746122100469618,0.05467482567240643,0.00256154831364736,0.16097908068877187,0.15311518739908936,628.9749929391118,623.6461077428977,250.40453399999996,-734.7118859999999
174,0.009932979675595434,0.030693998733817975,0.0037767153491824394,0.002925317091274259,0.008601305477328793,0.006243587224659987,0.019036391817844434,0.030344707140830002,0.004802759403584605,0.051455017792040515,0.04549522998668326,0.002161241731613072,0.02833628048114917,0.006964001135197677,0.004737267229899361,0.004955574475516843,0.0030126399895212524,0.003602069552688454,0.0004802759403584605,0.014670246905494793,0.004562621433405374,0.01851245442836248,0.09747418516820573,0.11467679612286331,0.053812736044709326,0.002008426659680835,0.16043399480428755,0.4032422773540021,717.7235393970342,709.50786341945,250.40453399999996,-734.7118859999999
176,0.006099939709898216,0.02807036209525836,0.005621165372202717,0.0025179983686207754,0.009610951519665213,0.005231052948895272,0.013902188176047096,0.01785650955775437,0.00519558818314005,0.044987055360499344,0.036901088768308686,0.002659857431641664,0.02677589814519275,0.004362166187892329,0.0007270276979820548,0.005692094903713161,0.002819448877540164,0.003049969854949108,0.0006029010178387772,0.010816753555342767,0.0023761393055998863,0.028478206901443415,0.08531049402418697,0.09465545980068801,0.04250452175763379,0.0010284782069014434,0.1385963045714083,0.7213720008730888,765.0,765.0,250.40453399999996,-734.7118859999999
180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006185220190964173,94.2968936202675,109.70748768091968,300.39142499999997,-754.9444079999998
182,0.0,0.006489994591671174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024878312601406164,0.005408328826392645,0.0,0.0,0.057328285559762035,0.011828821816015987,267.85881162119483,264.8407988684736,300.39142499999997,-754.9444079999998
184,0.0,0.01978021978021978,0.0,0.0,0.0,0.0,0.0,0.00402930402930403,0.0,0.00402930402930403,0.01391941391941392,0.0,0.0,0.0,0.003663003663003663,0.0,0.0,0.0,0.0,0.01391941391941392,0.0,0.0,0.054945054945054944,0.04908424908424908,0.01391941391941392,0.003663003663003663,0.09743589743589744,0.018905382917728277,359.21791868088644,355.01373940218946,300.39142499999997,-754.9444079999998
186,0.007854406130268199,0.02950191570881226,0.0,0.009578544061302681,0.0,0.0,0.0,0.00421455938697318,0.0,0.00842911877394636,0.038505747126436785,0.0,0.0,0.0,0.0022988505747126436,0.00210727969348659,0.0,0.004789272030651341,0.0,0.038314176245210725,0.01685823754789272,0.0,0.07950191570881227,0.07931034482758621,0.04003831417624521,0.0,0.12183908045977011,0.038529533729888495,451.8538956774753,445.4700568780826,300.39142499999997,-754.9444079999998
188,0.010691933240611962,0.029989568845618916,0.0,0.012082753824756607,0.0,0.0009561891515994437,0.00260778859527121,0.012430458970792767,0.0011300417246175244,0.011561196105702365,0.039464534075104314,0.0,0.004085535465924895,0.0,0.0025208623087621695,0.0011300417246175244,0.00260778859527121,0.008953407510431154,0.0008692628650904034,0.04024687065368567,0.017124478442280947,0.0,0.08640472878998609,0.08796940194714882,0.0405076495132128,0.0026947148817802503,0.13734353268428373,0.09153680400922894,539.0892157165227,533.8705240186363,300.39142499999997,-754.9444079999998
190,0.01262672251563164,0.041097553572512595,0.0,0.016208340921507924,0.0020032780914223274,0.00509925332362047,0.006252655861106052,0.01262672251563164,0.0044921993565227945,0.013294481879439083,0.04686456625994051,0.0,0.0044314939598130276,0.0007284647605172099,0.0017604565045832574,0.005159958720330237,0.002549626661810235,0.0097128634735628,0.001578340314453955,0.04826079038426516,0.018757967583318158,0.002306805074971165,0.102349298852668,0.09761427790930614,0.04947489831846051,0.0022460996782613972,0.1533418320888727,0.19168555838987233,627.8172167248948,622.0507731633119,300.39142499999997,-754.9444079999998
192,0.007407407407407408,0.03550068587105624,0.003840877914951989,0.013497942386831276,0.003895747599451303,0.004170096021947874,0.006145404663923182,0.010919067215363511,0.00598079561042524,0.014046639231824417,0.046419753086419754,0.0,0.0054869684499314125,0.0026337448559670784,0.0,0.004170096021947874,0.003401920438957476,0.008943758573388203,0.0017558299039780521,0.04724279835390947,0.013882030178326475,0.009876543209876543,0.09953360768175583,0.10139917695473251,0.04949245541838134,0.001262002743484225,0.1534156378600823,0.4963104978203774,716.0375652306494,708.2685776250102,300.39142499999997,-754.9444079999998
194,0.0022822154188700252,0.03067074867798497,0.00784859448928472,0.011633732257166712,0.003673810186473699,0.0028945171166156417,0.0032841636515446703,0.0065126635123851934,0.007013637628722516,0.014639576955190648,0.03490119677150014,0.0,0.0064013359309769,0.0006679654884497635,0.0,0.003562482605065405,0.004119120512106875,0.005065404954077373,0.0027275257445032006,0.03456721402727526,0.007681603117172279,0.015530197606457,0.0867798497077651,0.08221541887002505,0.036515446701920404,0.0,0.13370442527136098,0.8558442816138268,765.0,765.0,300.39142499999997,-754.9444079999998
198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004884288754547014,70.48520740962181,104.36376261342473,190.037601,-1417.3596360000001
200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008011944824829698,267.06366513459193,265.80331464243295,190.037601,-1417.3596360000001
