,Adult respiratory distress syndrome,All other conditions and causes (residual),Alzheimer disease,Cardiac arrest,Cardiac arrhythmia,Cerebrovascular diseases,Chronic lower respiratory diseases,Diabetes,Heart failure,Hypertensive diseases,Influenza and pneumonia,"Intentional and unintentional injury, poisoning, and other adverse events",Ischemic heart disease,Malignant neoplasms,Obesity,Other diseases of the circulatory system,Other diseases of the respiratory system,Renal failure,Respiratory arrest,Respiratory failure,Sepsis,Vascular and unspecified dementia,COVID-19 Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Tables Death Rate,Average Age of Death,Average Age,LATITUDE,LONGITUDE
45,0.050482671308751385,0.09036239911378383,0.0,0.030226301630004747,0.006171862636493116,0.0037980693147649943,0.009495173286912486,0.048267130875138474,0.007596138629529989,0.03544864693780662,0.14005380598195918,0.003006804874188954,0.01329324260167748,0.007754391517645197,0.01993986390251622,0.014084507042253521,0.01250197816110144,0.019306852350055387,0.0,0.10650419370153505,0.017566070580788098,0.0,0.23184048108877986,0.19322677638866909,0.14495964551353063,0.0,0.28010761196391837,0.008604026632383466,59.96224171269818,59.46239115649734,33.368266,-111.86431000000002
47,0.049015897047691145,0.08923164269492809,0.0,0.030658591975775928,0.012869038607115822,0.006150643451930356,0.01674867524602574,0.040594246782740345,0.007948523845571537,0.03434897804693414,0.1468584405753217,0.0026495079485238456,0.01807342922028766,0.008327024981074944,0.010787282361847086,0.014288417865253596,0.01107115821347464,0.022615442846328538,0.0026495079485238456,0.12149886449659349,0.015991672975018925,0.002271006813020439,0.24233535200605602,0.2014572293716881,0.15404996214988645,0.0,0.28974261922785766,0.016708339098840952,69.90689755896484,69.25942963872508,33.368266,-111.86431000000002
49,0.033743974290305304,0.08822404162521999,0.004284949116229245,0.0313719488866784,0.017675415104445636,0.00856989823245849,0.01905272017751932,0.03734027086999771,0.011860127018134516,0.040018364067640984,0.13497589716122121,0.003749330476700589,0.023567220139260846,0.00818731348993802,0.0034432626826842146,0.0144617032672737,0.010100237202540363,0.021042160838625756,0.004437983013237432,0.11860127018134517,0.01132450837860586,0.012701813451679547,0.23819726069324354,0.19136888820873824,0.14438748182722472,0.0,0.2851786670747571,0.047062555700540534,79.67933888856412,78.74242273168336,33.368266,-111.86431000000002
51,0.017564494628714813,0.06900337175566533,0.011291460832745237,0.017486081706265193,0.016074649102172038,0.007135575942915392,0.014741629420528504,0.01560417156747432,0.014741629420528504,0.03536422802477848,0.09425233278444288,0.002901278130635929,0.021798792440994277,0.004469536579628322,0.0,0.013487022661334587,0.005488904571473379,0.011369873755194855,0.0039990590449306045,0.08013800674351133,0.0022739747510389713,0.02273974751038971,0.18576021328314907,0.1421626284011605,0.10138790872735827,0.0,0.22661334587940093,0.08636172115802765,85.0,85.0,33.368266,-111.86431000000002
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008093468158040196,10.627833804024748,12.138033400109009,35.14258,-92.65524300000001
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015726648503914477,29.9054101739145,29.421716339597587,35.14258,-92.65524300000001
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045871559633027525,0.027522935779816515,0.0,0.0,0.09305373525557012,0.002674608700908721,39.73069290726426,39.4077058334259,35.14258,-92.65524300000001
61,0.0,0.03431708991077557,0.0,0.0,0.0,0.0,0.0,0.008922443376801648,0.0,0.0,0.05147563486616335,0.0,0.0,0.0,0.0,0.0,0.0,0.008236101578586136,0.0,0.050102951269732326,0.0,0.0,0.12216884008236102,0.10226492793411118,0.05284831846259437,0.0,0.16403568977350722,0.0055603625718504196,50.222193973811564,49.52978634454537,35.14258,-92.65524300000001
63,0.019187358916478554,0.04909706546275395,0.0,0.017212189616252822,0.0,0.0,0.0031038374717832955,0.017776523702031602,0.0,0.01636568848758465,0.0744920993227991,0.0,0.004232505643340858,0.0,0.0,0.0,0.0,0.003386004514672686,0.0,0.0685665914221219,0.010158013544018058,0.0,0.14672686230248308,0.1187923250564334,0.077313769751693,0.0,0.18679458239277652,0.012119372002780435,60.03266991727003,59.419987615264844,35.14258,-92.65524300000001
65,0.024552335240908253,0.07144175743031198,0.0,0.018829610485508585,0.010891637437696142,0.0042458925604578176,0.014768321949418498,0.030828872069411112,0.008860993169651098,0.03562857670297213,0.09747092486616209,0.0,0.019014214509876316,0.009230201218386561,0.0,0.0057227247553996675,0.0,0.020675650729185896,0.0,0.09673250876869116,0.017537382314934465,0.002399852316780506,0.19568026582979509,0.15543658851762968,0.10300904559719402,0.0,0.24847701679896622,0.023556785099208357,69.76320629663034,69.16535404469188,35.14258,-92.65524300000001
67,0.02099022592533248,0.07018106072744752,0.009613843935266785,0.022432302515622497,0.016663996154462426,0.007530844415958981,0.023073225444640282,0.028681301073545905,0.01906745713827912,0.03701329915077712,0.09037013299150777,0.0,0.024675532767184746,0.006889921486941195,0.0,0.010094536132030124,0.0,0.017945842012497996,0.0035250761095978207,0.09886236180099343,0.01377984297388239,0.021951610318859158,0.21807402659830155,0.15494311809004968,0.10094536132030123,0.0,0.2711103989745233,0.05817112028598786,79.58981142683128,78.79273431342737,35.14258,-92.65524300000001
69,0.02219683368695936,0.07197649747021381,0.018769381426472987,0.01599477721560307,0.016484413252815407,0.008650236657417987,0.01599477721560307,0.01615798922800718,0.02089113758772646,0.044556879386322835,0.08503345846254284,0.0,0.02284968173657581,0.0016321201240411295,0.0,0.005875632446548066,0.001958544148849355,0.01109841684347968,0.005875632446548066,0.08144279418965236,0.008813448669822099,0.038354822914966544,0.21397094826179205,0.13921984658070835,0.09041945487187857,0.0,0.2621184919210054,0.09563825279474258,85.0,85.0,35.14258,-92.65524300000001
73,0.0,0.007446808510638298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00824468085106383,0.0,0.0,0.0,0.0031914893617021275,0.0,0.0,0.0,0.0,0.003457446808510638,0.0,0.0,0.019414893617021277,0.011702127659574468,0.007712765957446808,0.0,0.021808510638297873,0.00045214945508632816,11.397045183936639,12.207811849640606,35.463595,-119.32535900000002
75,0.009833433674493278,0.032109171182018864,0.0,0.018061408789885613,0.0,0.0,0.0,0.012040939193257074,0.0,0.004615693357415212,0.04515352197471403,0.0026088701585390327,0.0,0.0,0.021473008227975116,0.004415011037527594,0.002408187838651415,0.008027292795504716,0.0,0.032711218141681715,0.011037527593818985,0.0,0.09833433674493278,0.06762994180212724,0.045354204294601644,0.0,0.11820188641380694,0.0008881533227395268,29.770545010720127,29.461836997627135,35.463595,-119.32535900000002
77,0.0192090395480226,0.05677966101694915,0.0,0.04590395480225989,0.0,0.0,0.003389830508474576,0.03954802259887006,0.004661016949152543,0.018361581920903956,0.09293785310734463,0.00692090395480226,0.00211864406779661,0.001694915254237288,0.031497175141242936,0.008615819209039548,0.0062146892655367235,0.018220338983050848,0.0,0.07570621468926554,0.022033898305084745,0.0,0.17062146892655367,0.12415254237288136,0.09336158192090395,0.0,0.20141242937853107,0.0014181812526658179,39.728235355132405,39.35915715572009,35.463595,-119.32535900000002
79,0.037388768413968446,0.07956329918492484,0.0,0.07447842668062514,0.005982202946234951,0.007552531219621626,0.0052344275779555825,0.06483212442982128,0.006356090630374635,0.037164435803484636,0.15037762656098108,0.00672997831451432,0.010992297913706723,0.0055335377252673295,0.03544455245644208,0.015105062439243252,0.010767965303222911,0.03701488072982876,0.004486652209676213,0.1262992597023854,0.0427727510655799,0.0,0.2519255215733194,0.1858969565542511,0.15179839976071188,0.0,0.28639796605099826,0.003052985994145274,50.2362967604774,49.50197062186591,35.463595,-119.32535900000002
81,0.03493839448124378,0.09084668977588634,0.0,0.0760888217730034,0.010913958197480866,0.010261866355493015,0.01149740879294368,0.07399526375398978,0.011566050039468716,0.05100044616810241,0.16374369358547552,0.006452277173353468,0.019562755259635516,0.009197927034354944,0.022685931976524694,0.015993410440333596,0.012870233723444417,0.039400075505371175,0.006040429694203247,0.1380718673851117,0.04622987953461235,0.00034320623262518445,0.2646463259772798,0.20805161821738682,0.16844561897244054,0.0,0.30432096646875106,0.007223840802907944,59.98442382700001,59.35393439184214,35.463595,-119.32535900000002
83,0.028980788016932595,0.0870121412290087,0.0017444294552728288,0.07403358608177885,0.016932595245848257,0.012141229008698889,0.0160952691073173,0.07182397543843327,0.014327580592640833,0.05768246732102154,0.1563241382518491,0.0053030655440294,0.024608084849048705,0.011908638414662512,0.013304181978880773,0.016258082523142765,0.011164348513746104,0.037028422570591246,0.0062101688607712705,0.13711215518444433,0.04216867469879518,0.004302925989672977,0.2561287621528585,0.21105270502860865,0.16381355537982045,0.0,0.3036005023956831,0.015565719641745092,69.74249548304495,69.09475177681912,35.463595,-119.32535900000002
85,0.016201194394623253,0.07982340303920216,0.00946055147131285,0.06657863097936417,0.02152275459723673,0.013126515166446577,0.019354711551727535,0.053944852868715136,0.018329818475668645,0.05506829335593354,0.13670496876047067,0.005006208486903049,0.027593275124662475,0.011628594516822043,0.005814297258411021,0.014979206496245344,0.009007233379979107,0.03033289315489682,0.007824664446065001,0.12160750537083391,0.029386838007765537,0.015570490963202397,0.23483848079310957,0.19480852238011706,0.14642174350079823,0.0,0.2834026450125155,0.04298964627087116,79.78155732754499,78.84705738543572,35.463595,-119.32535900000002
87,0.004960436398513368,0.05829636734204532,0.018882627982256324,0.049484474283659034,0.019571993765735523,0.010655197218558926,0.014221915837429565,0.024982016544778805,0.018193262198777125,0.04347500299724254,0.08898813091955401,0.002637573432442153,0.02162510490348879,0.006698837069895696,0.0006893657834791991,0.011044838748351517,0.005140270950725332,0.016664668504975423,0.00720836830116293,0.0791272029732646,0.013892219158374295,0.025236782160412422,0.18031411101786357,0.13971646085601247,0.09493765735523318,0.0,0.22513787315669584,0.07681390643119812,85.0,85.0,35.463595,-119.32535900000002
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005811854568310081,11.885353075599024,12.272525969273314,39.51342,-105.20805599999997
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01371571072319202,0.0,0.0,0.0,0.016209476309226933,0.0011621826561167836,29.84159890024182,29.50808967794953,39.51342,-105.20805599999997
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04521739130434783,0.04173913043478261,0.0,0.0,0.0817391304347826,0.0017173055326566101,39.66344151355086,39.3142029505698,39.51342,-105.20805599999997
97,0.019748653500897665,0.058049072411729505,0.0,0.0,0.0,0.0,0.0,0.017354877318970677,0.0,0.0,0.05206463195691203,0.0,0.0,0.0,0.01436265709156194,0.0,0.0,0.0,0.0,0.029922202274087373,0.005984440454817474,0.0,0.12387791741472172,0.10652304009575105,0.05326152004787552,0.0,0.16098144823459007,0.0032692942069843414,50.09546004212974,49.43528061220871,39.51342,-105.20805599999997
99,0.029411764705882353,0.06843891402714933,0.0,0.006221719457013574,0.002828054298642534,0.0,0.004242081447963801,0.021210407239819005,0.0,0.01809954751131222,0.06759049773755656,0.0,0.003676470588235294,0.0,0.013291855203619909,0.012443438914027148,0.0,0.010463800904977375,0.0,0.04326923076923077,0.007918552036199095,0.0,0.12641402714932126,0.1122737556561086,0.07268099547511313,0.0,0.16600678733031674,0.007093249680474401,59.958499757120435,59.43285141790302,39.51342,-105.20805599999997
