,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13
1.0,-0.28447975116431895,-0.9592968580803608,0.21312159279801188,0.36848597702013564,-1.3083211583596437,-0.0209316098206255,1.0392216363624613,-0.17229217060561933,-0.07071800551637573,-0.15975561942879712,-0.3634679593817084,-0.04960106525625244
1.0,-0.2028893677973588,-0.5332026816914169,0.048254825654970364,0.19652686543056844,-1.1920822856392075,-0.11644606597634358,0.9244626714407469,-0.28037552004315053,-0.04943542381426637,-0.008345482468136722,-0.10616073755369387,-0.03444285028266942
1.0,0.1026853051055102,-0.05857116508321053,-0.10307653536041263,-0.07916428824180137,-0.8883485574467334,-0.45630938120030484,0.928245177420694,-0.22643916753632595,-0.06573028688244163,0.31028696631568975,0.37980330495016523,-0.00584861671456404
1.0,0.6497737772248103,0.3812629963382615,-0.7756112354057992,-0.23999982455495603,-0.41114280140391973,-0.9135680780168822,1.0504748378026934,0.14789887818245204,-0.4195897521156627,0.43181609626934997,0.6356408524544425,0.21608149719192218
1.0,0.7043566948649707,-0.7628904269926982,-2.6964595341643727,0.25645693018341065,0.9413052039643176,-1.371367438125011,1.5004332112680787,-1.59625717423682,1.6107317513965678,1.3666097226677145,-0.659127369744198,-2.2170558436468877
1.0,0.7098462376091778,-0.27054767801474094,-2.6246416703507527,0.1547393362512741,0.3649470331560836,-0.7974142083635495,0.9318997449700123,-1.495165238279437,-0.04297183849987788,0.6463568096890708,-0.3505539735876995,-1.4764737475887133
1.0,-0.994465741468708,1.3913484608032982,-1.9320945816275825,0.558998319966436,0.09780333414326824,-0.45462616337117917,1.7297452809968699,-0.2704260306681534,0.027869774989328428,0.03869243922778742,0.04973984841677102,-1.9522142619174752
1.0,-2.3426993272737384,2.910623129237132,-0.7631987982586149,-0.20375846511409249,-0.27414636325232666,-0.42254064438761524,1.615119516640906,0.5270987090176661,0.12250656911495976,-0.3366610510817525,-0.04395840575952702,-1.759293227546641
1.0,-1.4008783206083222,-3.417508953701313,-0.21710911427898763,0.2912980047200632,1.0994256781246268,-0.9218077541221685,2.0423862738036433,-0.3287612731023612,0.1156242769274705,0.9757227014256404,-0.044482540971368265,-2.0475774020943143
1.0,-0.8328437343288633,-0.7725698830298605,0.3015846370874529,1.3179362796095937,2.624204550725046,2.727104086749389,-1.7028483876840128,0.5794014110279989,-0.004760782838322681,-0.3971641174390402,-0.5719807585781392,0.05604294675304328
1.0,-0.8354627615562998,-0.41716110014997493,0.13732972968297447,1.243316424063909,2.6398095379739663,2.7426018920318125,-1.8328061137636147,0.4676183126938725,0.031809240420608065,-0.3232503971804994,-0.46462062178231933,0.07901497368091409
1.0,-0.8377414919667276,-0.237984908940745,0.055842905218403134,1.204746024745846,2.6490303472650147,2.749657363968951,-1.8975059323361942,0.41226142680562955,0.04993880358568045,-0.28647342564286643,-0.4090702967111712,0.09004588218990536
1.0,-0.8504959192135829,-0.0004005674436910642,-0.04230061747562102,1.1514759139953883,2.663287835847823,2.756434637075425,-1.9719975163434338,0.351267450425019,0.07611430639246097,-0.2483512825889079,-0.335441636527217,0.09994807927540378
